time_s,zcr
1.300317460317460316e+00,9.814453125000000000e-02
1.311927437641723371e+00,9.667968750000000000e-02
1.323537414965986425e+00,8.984375000000000000e-02
1.335147392290249480e+00,8.691406250000000000e-02
1.346757369614512534e+00,8.300781250000000000e-02
1.358367346938775588e+00,8.251953125000000000e-02
1.369977324263038643e+00,8.447265625000000000e-02
1.381587301587301697e+00,8.154296875000000000e-02
1.393197278911564529e+00,8.691406250000000000e-02
1.404807256235827584e+00,8.544921875000000000e-02
1.416417233560090638e+00,8.984375000000000000e-02
1.428027210884353693e+00,9.423828125000000000e-02
1.439637188208616747e+00,9.521484375000000000e-02
1.451247165532879801e+00,1.035156250000000000e-01
1.462857142857142856e+00,1.035156250000000000e-01
1.474467120181405910e+00,1.040039062500000000e-01
1.486077097505668965e+00,1.049804687500000000e-01
1.497687074829932019e+00,9.619140625000000000e-02
1.509297052154195073e+00,8.984375000000000000e-02
1.520907029478458128e+00,8.349609375000000000e-02
1.532517006802721182e+00,8.105468750000000000e-02
1.544126984126984237e+00,8.789062500000000000e-02
1.555736961451247069e+00,9.375000000000000000e-02
1.567346938775510123e+00,9.472656250000000000e-02
1.578956916099773178e+00,9.521484375000000000e-02
1.590566893424036232e+00,8.984375000000000000e-02
1.602176870748299287e+00,8.447265625000000000e-02
1.613786848072562341e+00,8.447265625000000000e-02
1.625396825396825395e+00,7.958984375000000000e-02
1.637006802721088450e+00,7.812500000000000000e-02
1.648616780045351504e+00,7.910156250000000000e-02
1.660226757369614559e+00,7.861328125000000000e-02
1.671836734693877613e+00,7.910156250000000000e-02
1.683446712018140667e+00,7.617187500000000000e-02
1.695056689342403722e+00,7.519531250000000000e-02
1.706666666666666776e+00,7.275390625000000000e-02
1.718276643990929609e+00,7.324218750000000000e-02
1.729886621315192663e+00,7.763671875000000000e-02
1.741496598639455717e+00,7.617187500000000000e-02
1.753106575963718772e+00,7.519531250000000000e-02
1.764716553287981826e+00,7.568359375000000000e-02
1.776326530612244881e+00,7.617187500000000000e-02
1.787936507936507935e+00,7.958984375000000000e-02
1.799546485260770989e+00,8.837890625000000000e-02
1.811156462585034044e+00,9.521484375000000000e-02
1.822766439909297098e+00,1.000976562500000000e-01
1.834376417233560153e+00,1.044921875000000000e-01
1.845986394557823207e+00,1.030273437500000000e-01
1.857596371882086261e+00,1.015625000000000000e-01
1.869206349206349316e+00,9.960937500000000000e-02
1.880816326530612148e+00,9.228515625000000000e-02
1.892426303854875203e+00,8.642578125000000000e-02
1.904036281179138257e+00,7.910156250000000000e-02
1.915646258503401311e+00,7.617187500000000000e-02
1.927256235827664366e+00,8.300781250000000000e-02
1.938866213151927420e+00,9.130859375000000000e-02
1.950476190476190474e+00,1.025390625000000000e-01
1.962086167800453529e+00,1.093750000000000000e-01
1.973696145124716583e+00,1.113281250000000000e-01
1.985306122448979638e+00,1.127929687500000000e-01
1.996916099773242692e+00,1.118164062500000000e-01
2.008526077097505524e+00,1.113281250000000000e-01
2.020136054421768801e+00,1.098632812500000000e-01
2.031746031746031633e+00,1.079101562500000000e-01
2.043356009070294910e+00,1.064453125000000000e-01
2.054965986394557742e+00,1.010742187500000000e-01
2.066575963718821018e+00,8.984375000000000000e-02
2.078185941043083851e+00,7.763671875000000000e-02
2.089795918367347127e+00,6.396484375000000000e-02
2.101405895691609960e+00,5.664062500000000000e-02
2.113015873015873236e+00,5.322265625000000000e-02
2.124625850340136068e+00,5.957031250000000000e-02
2.136235827664398901e+00,6.884765625000000000e-02
2.147845804988662177e+00,7.714843750000000000e-02
2.159455782312925010e+00,9.033203125000000000e-02
2.171065759637188286e+00,9.375000000000000000e-02
2.182675736961451118e+00,9.521484375000000000e-02
2.194285714285714395e+00,9.326171875000000000e-02
2.205895691609977227e+00,8.935546875000000000e-02
2.217505668934240504e+00,8.496093750000000000e-02
2.229115646258503336e+00,8.056640625000000000e-02
2.240725623582766612e+00,7.861328125000000000e-02
2.252335600907029445e+00,7.714843750000000000e-02
2.263945578231292721e+00,8.300781250000000000e-02
2.275555555555555554e+00,1.074218750000000000e-01
2.287165532879818386e+00,1.435546875000000000e-01
2.298775510204081662e+00,2.138671875000000000e-01
2.310385487528344495e+00,2.416992187500000000e-01
2.321995464852607771e+00,2.216796875000000000e-01
2.333605442176870604e+00,1.782226562500000000e-01
2.345215419501133880e+00,1.079101562500000000e-01
2.356825396825396712e+00,7.617187500000000000e-02
2.368435374149659989e+00,7.128906250000000000e-02
2.380045351473922821e+00,7.861328125000000000e-02
2.391655328798186098e+00,7.812500000000000000e-02
2.403265306122448930e+00,7.861328125000000000e-02
2.414875283446712206e+00,8.398437500000000000e-02
2.426485260770975039e+00,8.886718750000000000e-02
2.438095238095238315e+00,9.228515625000000000e-02
2.449705215419501148e+00,9.326171875000000000e-02
2.461315192743763980e+00,9.179687500000000000e-02
2.472925170068027256e+00,9.033203125000000000e-02
2.484535147392290089e+00,8.837890625000000000e-02
2.496145124716553365e+00,8.544921875000000000e-02
2.507755102040816197e+00,8.447265625000000000e-02
2.519365079365079474e+00,8.056640625000000000e-02
2.530975056689342306e+00,7.617187500000000000e-02
2.542585034013605583e+00,7.519531250000000000e-02
2.554195011337868415e+00,7.275390625000000000e-02
2.565804988662131692e+00,6.591796875000000000e-02
2.577414965986394524e+00,6.689453125000000000e-02
2.589024943310657800e+00,6.494140625000000000e-02
2.600634920634920633e+00,6.152343750000000000e-02
2.612244897959183465e+00,6.445312500000000000e-02
2.623854875283446741e+00,6.250000000000000000e-02
2.635464852607709574e+00,6.103515625000000000e-02
2.647074829931972850e+00,6.396484375000000000e-02
2.658684807256235683e+00,6.640625000000000000e-02
2.670294784580498959e+00,6.445312500000000000e-02
2.681904761904761791e+00,6.933593750000000000e-02
2.693514739229025068e+00,7.031250000000000000e-02
2.705124716553287900e+00,7.421875000000000000e-02
2.716734693877551177e+00,8.105468750000000000e-02
2.728344671201814009e+00,8.447265625000000000e-02
2.739954648526077285e+00,8.837890625000000000e-02
2.751564625850340118e+00,9.521484375000000000e-02
2.763174603174603394e+00,9.912109375000000000e-02
2.774784580498866227e+00,1.035156250000000000e-01
2.786394557823129059e+00,1.074218750000000000e-01
2.798004535147392335e+00,1.083984375000000000e-01
2.809614512471655168e+00,1.098632812500000000e-01
2.821224489795918444e+00,1.103515625000000000e-01
2.832834467120181277e+00,1.079101562500000000e-01
2.844444444444444553e+00,1.010742187500000000e-01
2.856054421768707385e+00,9.667968750000000000e-02
2.867664399092970662e+00,9.667968750000000000e-02
2.879274376417233494e+00,9.667968750000000000e-02
2.890884353741496771e+00,1.025390625000000000e-01
2.902494331065759603e+00,1.044921875000000000e-01
2.914104308390022879e+00,1.015625000000000000e-01
2.925714285714285712e+00,9.863281250000000000e-02
2.937324263038548544e+00,9.472656250000000000e-02
2.948934240362811821e+00,9.765625000000000000e-02
2.960544217687074653e+00,1.015625000000000000e-01
2.972154195011337929e+00,1.069335937500000000e-01
2.983764172335600762e+00,1.113281250000000000e-01
2.995374149659864038e+00,1.113281250000000000e-01
3.006984126984126870e+00,1.074218750000000000e-01
3.018594104308390147e+00,1.049804687500000000e-01
3.030204081632652979e+00,1.010742187500000000e-01
3.041814058956916256e+00,9.228515625000000000e-02
3.053424036281179088e+00,8.544921875000000000e-02
3.065034013605442365e+00,7.812500000000000000e-02
3.076643990929705197e+00,7.324218750000000000e-02
3.088253968253968473e+00,7.519531250000000000e-02
3.099863945578231306e+00,7.714843750000000000e-02
3.111473922902494138e+00,7.958984375000000000e-02
3.123083900226757414e+00,8.300781250000000000e-02
3.134693877551020247e+00,8.203125000000000000e-02
3.146303854875283523e+00,8.056640625000000000e-02
3.157913832199546356e+00,7.763671875000000000e-02
3.169523809523809632e+00,7.128906250000000000e-02
3.181133786848072464e+00,6.787109375000000000e-02
3.192743764172335741e+00,6.298828125000000000e-02
3.204353741496598573e+00,5.712890625000000000e-02
3.215963718820861850e+00,5.468750000000000000e-02
3.227573696145124682e+00,5.517578125000000000e-02
3.239183673469387958e+00,5.908203125000000000e-02
3.250793650793650791e+00,6.250000000000000000e-02
3.262403628117913623e+00,6.250000000000000000e-02
3.274013605442176900e+00,6.152343750000000000e-02
3.285623582766439732e+00,5.664062500000000000e-02
3.297233560090703008e+00,4.980468750000000000e-02
3.308843537414965841e+00,4.589843750000000000e-02
3.320453514739229117e+00,3.955078125000000000e-02
3.332063492063491950e+00,3.662109375000000000e-02
3.343673469387755226e+00,3.662109375000000000e-02
3.355283446712018058e+00,3.955078125000000000e-02
3.366893424036281335e+00,4.248046875000000000e-02
3.378503401360544167e+00,4.882812500000000000e-02
3.390113378684807444e+00,5.664062500000000000e-02
3.401723356009070276e+00,6.103515625000000000e-02
3.413333333333333552e+00,6.884765625000000000e-02
3.424943310657596385e+00,7.031250000000000000e-02
3.436553287981859217e+00,7.373046875000000000e-02
3.448163265306122494e+00,7.080078125000000000e-02
3.459773242630385326e+00,6.494140625000000000e-02
3.471383219954648602e+00,6.347656250000000000e-02
3.482993197278911435e+00,6.298828125000000000e-02
3.494603174603174711e+00,6.591796875000000000e-02
3.506213151927437544e+00,6.640625000000000000e-02
3.517823129251700820e+00,6.738281250000000000e-02
3.529433106575963652e+00,6.298828125000000000e-02
3.541043083900226929e+00,6.445312500000000000e-02
3.552653061224489761e+00,7.177734375000000000e-02
3.564263038548753038e+00,7.666015625000000000e-02
3.575873015873015870e+00,8.007812500000000000e-02
3.587482993197278702e+00,7.910156250000000000e-02
3.599092970521541979e+00,7.421875000000000000e-02
3.610702947845804811e+00,7.128906250000000000e-02
3.622312925170068088e+00,7.177734375000000000e-02
3.633922902494330920e+00,7.226562500000000000e-02
3.645532879818594196e+00,7.177734375000000000e-02
3.657142857142857029e+00,7.275390625000000000e-02
3.668752834467120305e+00,7.470703125000000000e-02
3.680362811791383137e+00,7.861328125000000000e-02
3.691972789115646414e+00,8.544921875000000000e-02
3.703582766439909246e+00,9.082031250000000000e-02
3.715192743764172523e+00,9.375000000000000000e-02
3.726802721088435355e+00,9.716796875000000000e-02
3.738412698412698632e+00,9.814453125000000000e-02
3.750022675736961464e+00,9.765625000000000000e-02
3.761632653061224296e+00,9.716796875000000000e-02
3.773242630385487573e+00,9.375000000000000000e-02
3.784852607709750405e+00,8.886718750000000000e-02
3.796462585034013681e+00,8.544921875000000000e-02
3.808072562358276514e+00,8.349609375000000000e-02
3.819682539682539790e+00,8.154296875000000000e-02
3.831292517006802623e+00,8.154296875000000000e-02
3.842902494331065899e+00,7.958984375000000000e-02
3.854512471655328731e+00,7.666015625000000000e-02
3.866122448979592008e+00,7.421875000000000000e-02
3.877732426303854840e+00,7.226562500000000000e-02
3.889342403628118117e+00,7.275390625000000000e-02
3.900952380952380949e+00,7.373046875000000000e-02
3.912562358276643781e+00,7.470703125000000000e-02
3.924172335600907058e+00,7.666015625000000000e-02
3.935782312925169890e+00,7.861328125000000000e-02
3.947392290249433167e+00,7.617187500000000000e-02
3.959002267573695999e+00,7.714843750000000000e-02
3.970612244897959275e+00,7.812500000000000000e-02
3.982222222222222108e+00,8.056640625000000000e-02
3.993832199546485384e+00,8.984375000000000000e-02
4.005442176870748661e+00,9.570312500000000000e-02
4.017052154195011049e+00,1.005859375000000000e-01
4.028662131519274325e+00,1.015625000000000000e-01
4.040272108843537602e+00,9.375000000000000000e-02
4.051882086167800878e+00,8.496093750000000000e-02
4.063492063492063266e+00,7.617187500000000000e-02
4.075102040816326543e+00,6.787109375000000000e-02
4.086712018140589819e+00,6.494140625000000000e-02
4.098321995464852208e+00,6.445312500000000000e-02
4.109931972789115484e+00,6.689453125000000000e-02
4.121541950113378761e+00,7.080078125000000000e-02
4.133151927437642037e+00,7.373046875000000000e-02
4.144761904761904425e+00,7.519531250000000000e-02
4.156371882086167702e+00,7.714843750000000000e-02
4.167981859410430978e+00,7.470703125000000000e-02
4.179591836734694255e+00,8.056640625000000000e-02
4.191201814058956643e+00,8.203125000000000000e-02
4.202811791383219919e+00,8.300781250000000000e-02
4.214421768707483196e+00,9.130859375000000000e-02
4.226031746031746472e+00,8.984375000000000000e-02
4.237641723356008860e+00,8.789062500000000000e-02
4.249251700680272137e+00,8.398437500000000000e-02
4.260861678004535413e+00,7.324218750000000000e-02
4.272471655328797802e+00,6.933593750000000000e-02
4.284081632653061078e+00,7.470703125000000000e-02
4.295691609977324354e+00,8.300781250000000000e-02
4.307301587301587631e+00,9.375000000000000000e-02
4.318911564625850019e+00,1.049804687500000000e-01
4.330521541950113296e+00,1.118164062500000000e-01
4.342131519274376572e+00,1.123046875000000000e-01
4.353741496598639849e+00,1.147460937500000000e-01
4.365351473922902237e+00,1.059570312500000000e-01
4.376961451247165513e+00,1.450195312500000000e-01
4.388571428571428790e+00,1.582031250000000000e-01
4.400181405895691178e+00,1.459960937500000000e-01
4.411791383219954454e+00,1.459960937500000000e-01
4.423401360544217731e+00,9.423828125000000000e-02
4.435011337868481007e+00,6.933593750000000000e-02
4.446621315192743396e+00,6.933593750000000000e-02
4.458231292517006672e+00,6.738281250000000000e-02
4.469841269841269948e+00,6.542968750000000000e-02
4.481451247165533225e+00,7.031250000000000000e-02
4.493061224489795613e+00,7.373046875000000000e-02
4.504671201814058890e+00,7.226562500000000000e-02
4.516281179138322166e+00,7.470703125000000000e-02
4.527891156462585442e+00,7.324218750000000000e-02
4.539501133786847831e+00,7.177734375000000000e-02
4.551111111111111107e+00,7.128906250000000000e-02
4.562721088435374384e+00,7.226562500000000000e-02
4.574331065759636772e+00,7.666015625000000000e-02
4.585941043083900048e+00,7.714843750000000000e-02
4.597551020408163325e+00,7.910156250000000000e-02
4.609160997732426601e+00,8.154296875000000000e-02
4.620770975056688989e+00,7.910156250000000000e-02
4.632380952380952266e+00,8.007812500000000000e-02
4.643990929705215542e+00,7.958984375000000000e-02
4.655600907029478819e+00,7.714843750000000000e-02
4.667210884353741207e+00,7.861328125000000000e-02
4.678820861678004484e+00,8.007812500000000000e-02
4.690430839002267760e+00,8.154296875000000000e-02
4.702040816326531036e+00,8.593750000000000000e-02
4.713650793650793425e+00,8.544921875000000000e-02
4.725260770975056701e+00,8.447265625000000000e-02
4.736870748299319978e+00,8.496093750000000000e-02
4.748480725623582366e+00,8.300781250000000000e-02
4.760090702947845642e+00,8.154296875000000000e-02
4.771700680272108919e+00,8.447265625000000000e-02
4.783310657596372195e+00,8.691406250000000000e-02
4.794920634920634583e+00,8.642578125000000000e-02
4.806530612244897860e+00,8.789062500000000000e-02
4.818140589569161136e+00,8.593750000000000000e-02
4.829750566893424413e+00,8.349609375000000000e-02
4.841360544217686801e+00,8.251953125000000000e-02
4.852970521541950077e+00,8.203125000000000000e-02
4.864580498866213354e+00,8.056640625000000000e-02
4.876190476190476630e+00,7.617187500000000000e-02
4.887800453514739019e+00,7.470703125000000000e-02
4.899410430839002295e+00,7.324218750000000000e-02
4.911020408163265571e+00,7.080078125000000000e-02
4.922630385487527960e+00,7.324218750000000000e-02
4.934240362811791236e+00,7.568359375000000000e-02
4.945850340136054513e+00,7.519531250000000000e-02
4.957460317460317789e+00,7.568359375000000000e-02
4.969070294784580177e+00,7.421875000000000000e-02
4.980680272108843454e+00,7.324218750000000000e-02
4.992290249433106730e+00,7.324218750000000000e-02
5.003900226757370007e+00,7.666015625000000000e-02
5.015510204081632395e+00,7.910156250000000000e-02
5.027120181405895671e+00,8.544921875000000000e-02
5.038730158730158948e+00,8.886718750000000000e-02
5.050340136054421336e+00,8.740234375000000000e-02
5.061950113378684613e+00,8.349609375000000000e-02
5.073560090702947889e+00,7.812500000000000000e-02
5.085170068027211165e+00,7.373046875000000000e-02
5.096780045351473554e+00,7.275390625000000000e-02
5.108390022675736830e+00,7.470703125000000000e-02
5.120000000000000107e+00,7.666015625000000000e-02
5.131609977324263383e+00,7.812500000000000000e-02
5.143219954648525771e+00,7.861328125000000000e-02
5.154829931972789048e+00,8.203125000000000000e-02
5.166439909297052324e+00,8.105468750000000000e-02
5.178049886621315601e+00,8.593750000000000000e-02
5.189659863945577989e+00,8.789062500000000000e-02
5.201269841269841265e+00,8.496093750000000000e-02
5.212879818594104542e+00,8.398437500000000000e-02
5.224489795918366930e+00,7.958984375000000000e-02
5.236099773242630206e+00,7.470703125000000000e-02
5.247709750566893483e+00,7.128906250000000000e-02
5.259319727891156759e+00,6.738281250000000000e-02
5.270929705215419148e+00,6.494140625000000000e-02
5.282539682539682424e+00,7.080078125000000000e-02
5.294149659863945701e+00,7.568359375000000000e-02
5.305759637188208977e+00,8.154296875000000000e-02
5.317369614512471365e+00,8.496093750000000000e-02
5.328979591836734642e+00,8.642578125000000000e-02
5.340589569160997918e+00,8.593750000000000000e-02
5.352199546485261195e+00,8.837890625000000000e-02
5.363809523809523583e+00,8.789062500000000000e-02
5.375419501133786859e+00,8.398437500000000000e-02
5.387029478458050136e+00,8.251953125000000000e-02
5.398639455782312524e+00,7.568359375000000000e-02
5.410249433106575800e+00,7.519531250000000000e-02
5.421859410430839077e+00,7.763671875000000000e-02
5.433469387755102353e+00,7.958984375000000000e-02
5.445079365079364742e+00,7.910156250000000000e-02
5.456689342403628018e+00,7.568359375000000000e-02
5.468299319727891294e+00,7.031250000000000000e-02
5.479909297052154571e+00,6.933593750000000000e-02
5.491519274376416959e+00,7.324218750000000000e-02
5.503129251700680236e+00,7.470703125000000000e-02
5.514739229024943512e+00,7.568359375000000000e-02
5.526349206349206789e+00,7.324218750000000000e-02
5.537959183673469177e+00,7.177734375000000000e-02
5.549569160997732453e+00,7.470703125000000000e-02
5.561179138321995730e+00,7.714843750000000000e-02
5.572789115646258118e+00,8.007812500000000000e-02
5.584399092970521394e+00,8.154296875000000000e-02
5.596009070294784671e+00,7.910156250000000000e-02
5.607619047619047947e+00,7.617187500000000000e-02
5.619229024943310336e+00,7.519531250000000000e-02
5.630839002267573612e+00,7.275390625000000000e-02
5.642448979591836888e+00,7.958984375000000000e-02
5.654058956916100165e+00,9.033203125000000000e-02
5.665668934240362553e+00,9.863281250000000000e-02
5.677278911564625830e+00,1.074218750000000000e-01
5.688888888888889106e+00,1.074218750000000000e-01
5.700498866213151494e+00,1.152343750000000000e-01
5.712108843537414771e+00,1.113281250000000000e-01
5.723718820861678047e+00,1.049804687500000000e-01
5.735328798185941324e+00,1.005859375000000000e-01
5.746938775510203712e+00,8.642578125000000000e-02
5.758548752834466988e+00,8.300781250000000000e-02
5.770158730158730265e+00,7.958984375000000000e-02
5.781768707482993541e+00,8.056640625000000000e-02
5.793378684807255929e+00,7.812500000000000000e-02
5.804988662131519206e+00,7.812500000000000000e-02
5.816598639455782482e+00,8.007812500000000000e-02
5.828208616780045759e+00,7.958984375000000000e-02
5.839818594104308147e+00,7.812500000000000000e-02
5.851428571428571423e+00,7.763671875000000000e-02
5.863038548752834700e+00,7.666015625000000000e-02
5.874648526077097088e+00,7.470703125000000000e-02
5.886258503401360365e+00,7.470703125000000000e-02
5.897868480725623641e+00,7.470703125000000000e-02
5.909478458049886918e+00,7.568359375000000000e-02
5.921088435374149306e+00,7.714843750000000000e-02
5.932698412698412582e+00,8.154296875000000000e-02
5.944308390022675859e+00,9.130859375000000000e-02
5.955918367346939135e+00,1.118164062500000000e-01
5.967528344671201523e+00,1.420898437500000000e-01
5.979138321995464800e+00,1.821289062500000000e-01
5.990748299319728076e+00,2.119140625000000000e-01
6.002358276643991353e+00,2.343750000000000000e-01
6.013968253968253741e+00,2.631835937500000000e-01
6.025578231292517017e+00,2.597656250000000000e-01
6.037188208616780294e+00,2.285156250000000000e-01
6.048798185941042682e+00,1.933593750000000000e-01
6.060408163265305959e+00,1.376953125000000000e-01
6.072018140589569235e+00,9.912109375000000000e-02
6.083628117913832511e+00,8.593750000000000000e-02
6.095238095238094900e+00,7.666015625000000000e-02
6.106848072562358176e+00,6.884765625000000000e-02
6.118458049886621453e+00,6.787109375000000000e-02
6.130068027210884729e+00,7.421875000000000000e-02
6.141678004535147117e+00,8.251953125000000000e-02
6.153287981859410394e+00,9.326171875000000000e-02
6.164897959183673670e+00,9.960937500000000000e-02
6.176507936507936947e+00,1.025390625000000000e-01
6.188117913832199335e+00,1.005859375000000000e-01
6.199727891156462611e+00,9.667968750000000000e-02
6.211337868480725888e+00,9.130859375000000000e-02
6.222947845804988276e+00,8.789062500000000000e-02
6.234557823129251553e+00,8.300781250000000000e-02
6.246167800453514829e+00,7.812500000000000000e-02
6.257777777777778105e+00,7.128906250000000000e-02
6.269387755102040494e+00,6.640625000000000000e-02
6.280997732426303770e+00,6.787109375000000000e-02
6.292607709750567047e+00,1.088867187500000000e-01
6.304217687074830323e+00,1.884765625000000000e-01
6.315827664399092711e+00,2.836914062500000000e-01
6.327437641723355988e+00,3.774414062500000000e-01
6.339047619047619264e+00,4.174804687500000000e-01
6.350657596371881652e+00,4.067382812500000000e-01
6.362267573696144929e+00,3.652343750000000000e-01
6.373877551020408205e+00,3.164062500000000000e-01
6.385487528344671482e+00,2.705078125000000000e-01
6.397097505668933870e+00,2.285156250000000000e-01
6.408707482993197146e+00,1.875000000000000000e-01
6.420317460317460423e+00,1.420898437500000000e-01
6.431927437641723699e+00,1.118164062500000000e-01
6.443537414965986088e+00,8.837890625000000000e-02
6.455147392290249364e+00,7.568359375000000000e-02
6.466757369614512641e+00,6.884765625000000000e-02
6.478367346938775917e+00,6.298828125000000000e-02
6.489977324263038305e+00,6.250000000000000000e-02
6.501587301587301582e+00,6.396484375000000000e-02
6.513197278911564858e+00,6.396484375000000000e-02
6.524807256235827246e+00,5.908203125000000000e-02
6.536417233560090523e+00,5.468750000000000000e-02
6.548027210884353799e+00,5.175781250000000000e-02
6.559637188208617076e+00,5.419921875000000000e-02
6.571247165532879464e+00,5.615234375000000000e-02
6.582857142857142740e+00,5.859375000000000000e-02
6.594467120181406017e+00,6.054687500000000000e-02
6.606077097505669293e+00,6.005859375000000000e-02
6.617687074829931682e+00,6.445312500000000000e-02
6.629297052154194958e+00,6.738281250000000000e-02
6.640907029478458234e+00,7.128906250000000000e-02
6.652517006802721511e+00,7.373046875000000000e-02
6.664126984126983899e+00,7.519531250000000000e-02
6.675736961451247176e+00,7.812500000000000000e-02
6.687346938775510452e+00,7.910156250000000000e-02
6.698956916099772840e+00,8.105468750000000000e-02
6.710566893424036117e+00,8.056640625000000000e-02
6.722176870748299393e+00,8.300781250000000000e-02
6.733786848072562670e+00,8.300781250000000000e-02
6.745396825396825058e+00,8.398437500000000000e-02
