time_s,zcr
6.757006802721088334e+00,8.642578125000000000e-02
6.768616780045351611e+00,8.398437500000000000e-02
6.780226757369614887e+00,9.765625000000000000e-02
6.791836734693877276e+00,1.059570312500000000e-01
6.803446712018140552e+00,1.040039062500000000e-01
6.815056689342403828e+00,1.049804687500000000e-01
6.826666666666667105e+00,9.033203125000000000e-02
6.838276643990929493e+00,8.105468750000000000e-02
6.849886621315192770e+00,7.958984375000000000e-02
6.861496598639456046e+00,7.763671875000000000e-02
6.873106575963718434e+00,7.617187500000000000e-02
6.884716553287981711e+00,7.568359375000000000e-02
6.896326530612244987e+00,7.666015625000000000e-02
6.907936507936508264e+00,8.007812500000000000e-02
6.919546485260770652e+00,8.203125000000000000e-02
6.931156462585033928e+00,8.203125000000000000e-02
6.942766439909297205e+00,8.056640625000000000e-02
6.954376417233560481e+00,7.617187500000000000e-02
6.965986394557822869e+00,7.275390625000000000e-02
6.977596371882086146e+00,6.835937500000000000e-02
6.989206349206349422e+00,6.982421875000000000e-02
7.000816326530611811e+00,7.275390625000000000e-02
7.012426303854875087e+00,7.519531250000000000e-02
7.024036281179138363e+00,7.910156250000000000e-02
7.035646258503401640e+00,8.056640625000000000e-02
7.047256235827664028e+00,7.568359375000000000e-02
7.058866213151927305e+00,7.373046875000000000e-02
7.070476190476190581e+00,7.080078125000000000e-02
7.082086167800453858e+00,6.445312500000000000e-02
7.093696145124716246e+00,6.542968750000000000e-02
7.105306122448979522e+00,6.933593750000000000e-02
7.116916099773242799e+00,7.568359375000000000e-02
7.128526077097506075e+00,8.544921875000000000e-02
7.140136054421768463e+00,9.619140625000000000e-02
7.151746031746031740e+00,1.088867187500000000e-01
7.163356009070295016e+00,1.230468750000000000e-01
7.174965986394557405e+00,1.308593750000000000e-01
7.186575963718820681e+00,1.298828125000000000e-01
7.198185941043083957e+00,1.250000000000000000e-01
7.209795918367347234e+00,1.186523437500000000e-01
7.221405895691609622e+00,1.123046875000000000e-01
7.233015873015872899e+00,1.093750000000000000e-01
7.244625850340136175e+00,9.765625000000000000e-02
7.256235827664399451e+00,8.740234375000000000e-02
7.267845804988661840e+00,7.666015625000000000e-02
7.279455782312925116e+00,6.542968750000000000e-02
7.291065759637188393e+00,6.396484375000000000e-02
7.302675736961451669e+00,6.640625000000000000e-02
7.314285714285714057e+00,7.324218750000000000e-02
7.325895691609977334e+00,8.007812500000000000e-02
7.337505668934240610e+00,8.544921875000000000e-02
7.349115646258502998e+00,8.447265625000000000e-02
7.360725623582766275e+00,8.056640625000000000e-02
7.372335600907029551e+00,8.007812500000000000e-02
7.383945578231292828e+00,7.958984375000000000e-02
7.395555555555555216e+00,7.812500000000000000e-02
7.407165532879818493e+00,8.105468750000000000e-02
7.418775510204081769e+00,8.300781250000000000e-02
7.430385487528345045e+00,8.105468750000000000e-02
7.441995464852607434e+00,7.763671875000000000e-02
7.453605442176870710e+00,7.177734375000000000e-02
7.465215419501133987e+00,6.445312500000000000e-02
7.476825396825397263e+00,6.396484375000000000e-02
7.488435374149659651e+00,6.738281250000000000e-02
7.500045351473922928e+00,6.982421875000000000e-02
7.511655328798186204e+00,7.275390625000000000e-02
7.523265306122448592e+00,7.275390625000000000e-02
7.534875283446711869e+00,7.275390625000000000e-02
7.546485260770975145e+00,7.421875000000000000e-02
7.558095238095238422e+00,7.421875000000000000e-02
7.569705215419500810e+00,7.568359375000000000e-02
7.581315192743764086e+00,7.226562500000000000e-02
7.592925170068027363e+00,6.640625000000000000e-02
7.604535147392290639e+00,6.298828125000000000e-02
7.616145124716553028e+00,6.103515625000000000e-02
7.627755102040816304e+00,5.810546875000000000e-02
7.639365079365079580e+00,6.201171875000000000e-02
7.650975056689341969e+00,6.298828125000000000e-02
7.662585034013605245e+00,6.542968750000000000e-02
7.674195011337868522e+00,7.031250000000000000e-02
7.685804988662131798e+00,7.226562500000000000e-02
7.697414965986394186e+00,7.861328125000000000e-02
7.709024943310657463e+00,8.251953125000000000e-02
7.720634920634920739e+00,8.789062500000000000e-02
7.732244897959184016e+00,9.326171875000000000e-02
7.743854875283446404e+00,9.716796875000000000e-02
7.755464852607709680e+00,9.960937500000000000e-02
7.767074829931972957e+00,9.667968750000000000e-02
7.778684807256236233e+00,9.375000000000000000e-02
7.790294784580498622e+00,8.837890625000000000e-02
7.801904761904761898e+00,8.642578125000000000e-02
7.813514739229025174e+00,8.789062500000000000e-02
7.825124716553287563e+00,8.886718750000000000e-02
7.836734693877550839e+00,9.228515625000000000e-02
7.848344671201814116e+00,9.228515625000000000e-02
7.859954648526077392e+00,9.228515625000000000e-02
7.871564625850339780e+00,9.228515625000000000e-02
7.883174603174603057e+00,8.935546875000000000e-02
7.894784580498866333e+00,8.642578125000000000e-02
7.906394557823129610e+00,8.544921875000000000e-02
7.918004535147391998e+00,8.251953125000000000e-02
7.929614512471655274e+00,8.300781250000000000e-02
7.941224489795918551e+00,8.349609375000000000e-02
7.952834467120181827e+00,8.105468750000000000e-02
7.964444444444444215e+00,8.007812500000000000e-02
7.976054421768707492e+00,7.812500000000000000e-02
7.987664399092970768e+00,7.910156250000000000e-02
7.999274376417233157e+00,7.861328125000000000e-02
8.010884353741497321e+00,8.300781250000000000e-02
8.022494331065759710e+00,8.789062500000000000e-02
8.034104308390022098e+00,9.130859375000000000e-02
8.045714285714286262e+00,8.984375000000000000e-02
8.057324263038548651e+00,8.496093750000000000e-02
8.068934240362811039e+00,7.763671875000000000e-02
8.080544217687075204e+00,6.835937500000000000e-02
8.092154195011337592e+00,7.080078125000000000e-02
8.103764172335601756e+00,7.617187500000000000e-02
8.115374149659864145e+00,7.812500000000000000e-02
8.126984126984126533e+00,8.154296875000000000e-02
8.138594104308390698e+00,8.154296875000000000e-02
8.150204081632653086e+00,8.496093750000000000e-02
8.161814058956915474e+00,9.082031250000000000e-02
8.173424036281179639e+00,9.619140625000000000e-02
8.185034013605442027e+00,9.960937500000000000e-02
8.196643990929704415e+00,9.570312500000000000e-02
8.208253968253968580e+00,9.472656250000000000e-02
8.219863945578230968e+00,9.033203125000000000e-02
8.231473922902495133e+00,8.544921875000000000e-02
8.243083900226757521e+00,8.056640625000000000e-02
8.254693877551019909e+00,7.324218750000000000e-02
8.266303854875284074e+00,7.080078125000000000e-02
8.277913832199546462e+00,6.835937500000000000e-02
8.289523809523808850e+00,7.226562500000000000e-02
8.301133786848073015e+00,7.470703125000000000e-02
8.312743764172335403e+00,8.300781250000000000e-02
8.324353741496597792e+00,1.088867187500000000e-01
8.335963718820861956e+00,1.171875000000000000e-01
8.347573696145124345e+00,1.254882812500000000e-01
8.359183673469388509e+00,1.274414062500000000e-01
8.370793650793650897e+00,1.127929687500000000e-01
8.382403628117913286e+00,1.103515625000000000e-01
8.394013605442177450e+00,1.113281250000000000e-01
8.405623582766439839e+00,1.108398437500000000e-01
8.417233560090702227e+00,1.069335937500000000e-01
8.428843537414966391e+00,9.912109375000000000e-02
8.440453514739228780e+00,8.837890625000000000e-02
8.452063492063492944e+00,7.714843750000000000e-02
8.463673469387755333e+00,6.738281250000000000e-02
8.475283446712017721e+00,6.982421875000000000e-02
8.486893424036281885e+00,7.177734375000000000e-02
8.498503401360544274e+00,7.568359375000000000e-02
8.510113378684806662e+00,8.007812500000000000e-02
8.521723356009070827e+00,7.958984375000000000e-02
8.533333333333333215e+00,8.007812500000000000e-02
8.544943310657595603e+00,7.763671875000000000e-02
8.556553287981859768e+00,7.519531250000000000e-02
8.568163265306122156e+00,7.275390625000000000e-02
8.579773242630386321e+00,6.884765625000000000e-02
8.591383219954648709e+00,6.250000000000000000e-02
8.602993197278911097e+00,5.078125000000000000e-02
8.614603174603175262e+00,4.541015625000000000e-02
8.626213151927437650e+00,3.906250000000000000e-02
8.637823129251700038e+00,3.808593750000000000e-02
8.649433106575964203e+00,4.541015625000000000e-02
8.661043083900226591e+00,4.980468750000000000e-02
8.672653061224488980e+00,5.712890625000000000e-02
8.684263038548753144e+00,6.103515625000000000e-02
8.695873015873015532e+00,5.664062500000000000e-02
8.707482993197279697e+00,6.054687500000000000e-02
8.719092970521542085e+00,6.542968750000000000e-02
8.730702947845804474e+00,7.080078125000000000e-02
8.742312925170068638e+00,8.398437500000000000e-02
8.753922902494331026e+00,8.447265625000000000e-02
8.765532879818593415e+00,7.958984375000000000e-02
8.777142857142857579e+00,7.666015625000000000e-02
8.788752834467119968e+00,7.373046875000000000e-02
8.800362811791382356e+00,7.031250000000000000e-02
8.811972789115646520e+00,6.982421875000000000e-02
8.823582766439908909e+00,7.031250000000000000e-02
8.835192743764173073e+00,7.128906250000000000e-02
8.846802721088435462e+00,7.373046875000000000e-02
8.858412698412697850e+00,7.763671875000000000e-02
8.870022675736962015e+00,7.910156250000000000e-02
8.881632653061224403e+00,7.763671875000000000e-02
8.893242630385486791e+00,7.421875000000000000e-02
8.904852607709750956e+00,7.275390625000000000e-02
8.916462585034013344e+00,7.080078125000000000e-02
8.928072562358277509e+00,7.421875000000000000e-02
8.939682539682539897e+00,7.861328125000000000e-02
8.951292517006802285e+00,7.812500000000000000e-02
8.962902494331066450e+00,7.763671875000000000e-02
8.974512471655328838e+00,7.421875000000000000e-02
8.986122448979591226e+00,7.373046875000000000e-02
8.997732426303855391e+00,7.714843750000000000e-02
9.009342403628117779e+00,8.056640625000000000e-02
9.020952380952380167e+00,8.544921875000000000e-02
9.032562358276644332e+00,8.935546875000000000e-02
9.044172335600906720e+00,8.642578125000000000e-02
9.055782312925170885e+00,8.251953125000000000e-02
9.067392290249433273e+00,7.519531250000000000e-02
9.079002267573695661e+00,6.640625000000000000e-02
9.090612244897959826e+00,6.494140625000000000e-02
9.102222222222222214e+00,6.787109375000000000e-02
9.113832199546484603e+00,7.177734375000000000e-02
9.125442176870748767e+00,7.519531250000000000e-02
9.137052154195011155e+00,7.763671875000000000e-02
9.148662131519273544e+00,8.056640625000000000e-02
9.160272108843537708e+00,8.593750000000000000e-02
9.171882086167800097e+00,8.886718750000000000e-02
9.183492063492064261e+00,9.179687500000000000e-02
9.195102040816326650e+00,8.789062500000000000e-02
9.206712018140589038e+00,7.910156250000000000e-02
9.218321995464853202e+00,7.519531250000000000e-02
9.229931972789115591e+00,7.226562500000000000e-02
9.241541950113377979e+00,7.324218750000000000e-02
9.253151927437642144e+00,7.861328125000000000e-02
9.264761904761904532e+00,8.251953125000000000e-02
9.276371882086166920e+00,8.251953125000000000e-02
9.287981859410431085e+00,7.763671875000000000e-02
9.299591836734693473e+00,7.373046875000000000e-02
9.311201814058957638e+00,7.177734375000000000e-02
9.322811791383220026e+00,7.226562500000000000e-02
9.334421768707482414e+00,7.714843750000000000e-02
9.346031746031746579e+00,8.056640625000000000e-02
9.357641723356008967e+00,8.154296875000000000e-02
9.369251700680271355e+00,8.398437500000000000e-02
9.380861678004535520e+00,1.030273437500000000e-01
9.392471655328797908e+00,1.323242187500000000e-01
9.404081632653062073e+00,1.811523437500000000e-01
9.415691609977324461e+00,2.543945312500000000e-01
9.427301587301586849e+00,3.032226562500000000e-01
9.438911564625851014e+00,3.256835937500000000e-01
9.450521541950113402e+00,3.237304687500000000e-01
9.462131519274375790e+00,2.666015625000000000e-01
9.473741496598639955e+00,2.065429687500000000e-01
9.485351473922902343e+00,1.572265625000000000e-01
9.496961451247164732e+00,1.118164062500000000e-01
9.508571428571428896e+00,9.130859375000000000e-02
9.520181405895691285e+00,8.105468750000000000e-02
9.531791383219955449e+00,7.617187500000000000e-02
9.543401360544217837e+00,7.031250000000000000e-02
9.555011337868480226e+00,6.591796875000000000e-02
9.566621315192744390e+00,6.542968750000000000e-02
9.578231292517006779e+00,6.591796875000000000e-02
9.589841269841269167e+00,6.396484375000000000e-02
9.601451247165533331e+00,6.201171875000000000e-02
9.613061224489795720e+00,6.005859375000000000e-02
9.624671201814058108e+00,5.761718750000000000e-02
9.636281179138322273e+00,5.957031250000000000e-02
9.647891156462584661e+00,6.347656250000000000e-02
9.659501133786848825e+00,5.761718750000000000e-02
9.671111111111111214e+00,4.980468750000000000e-02
9.682721088435373602e+00,4.345703125000000000e-02
9.694331065759637767e+00,3.173828125000000000e-02
9.705941043083900155e+00,3.076171875000000000e-02
9.717551020408162543e+00,4.052734375000000000e-02
9.729160997732426708e+00,4.785156250000000000e-02
9.740770975056689096e+00,6.298828125000000000e-02
9.752380952380953261e+00,7.226562500000000000e-02
9.763990929705215649e+00,7.177734375000000000e-02
9.775600907029478037e+00,7.177734375000000000e-02
9.787210884353742202e+00,6.738281250000000000e-02
9.798820861678004590e+00,6.738281250000000000e-02
9.810430839002266978e+00,6.396484375000000000e-02
9.822040816326531143e+00,6.494140625000000000e-02
9.833650793650793531e+00,6.933593750000000000e-02
9.845260770975055920e+00,7.080078125000000000e-02
9.856870748299320084e+00,7.568359375000000000e-02
9.868480725623582472e+00,7.373046875000000000e-02
9.880090702947846637e+00,7.226562500000000000e-02
9.891700680272109025e+00,7.031250000000000000e-02
9.903310657596371414e+00,7.177734375000000000e-02
9.914920634920635578e+00,7.470703125000000000e-02
9.926530612244897966e+00,7.763671875000000000e-02
9.938140589569160355e+00,8.105468750000000000e-02
9.949750566893424519e+00,7.714843750000000000e-02
9.961360544217686908e+00,7.568359375000000000e-02
9.972970521541949296e+00,7.177734375000000000e-02
9.984580498866213460e+00,6.982421875000000000e-02
9.996190476190475849e+00,7.421875000000000000e-02
1.000780045351474001e+01,7.714843750000000000e-02
1.001941043083900240e+01,7.910156250000000000e-02
1.003102040816326479e+01,8.496093750000000000e-02
1.004263038548752895e+01,8.300781250000000000e-02
1.005424036281179134e+01,7.763671875000000000e-02
1.006585034013605373e+01,7.519531250000000000e-02
1.007746031746031790e+01,6.542968750000000000e-02
1.008907029478458028e+01,6.201171875000000000e-02
1.010068027210884267e+01,6.591796875000000000e-02
1.011229024943310684e+01,6.640625000000000000e-02
1.012390022675736923e+01,7.080078125000000000e-02
1.013551020408163339e+01,7.519531250000000000e-02
1.014712018140589578e+01,7.617187500000000000e-02
1.015873015873015817e+01,8.251953125000000000e-02
1.017034013605442233e+01,8.349609375000000000e-02
1.018195011337868472e+01,8.642578125000000000e-02
1.019356009070294711e+01,8.691406250000000000e-02
1.020517006802721127e+01,8.544921875000000000e-02
1.021678004535147366e+01,8.398437500000000000e-02
1.022839002267573782e+01,7.958984375000000000e-02
1.024000000000000021e+01,7.324218750000000000e-02
1.025160997732426260e+01,6.640625000000000000e-02
1.026321995464852677e+01,6.396484375000000000e-02
1.027482993197278915e+01,6.250000000000000000e-02
1.028643990929705154e+01,6.835937500000000000e-02
1.029804988662131571e+01,7.177734375000000000e-02
1.030965986394557810e+01,7.324218750000000000e-02
1.032126984126984048e+01,7.763671875000000000e-02
1.033287981859410465e+01,7.763671875000000000e-02
1.034448979591836704e+01,8.056640625000000000e-02
1.035609977324263120e+01,8.447265625000000000e-02
1.036770975056689359e+01,8.398437500000000000e-02
1.037931972789115598e+01,8.398437500000000000e-02
1.039092970521542014e+01,8.300781250000000000e-02
1.040253968253968253e+01,7.958984375000000000e-02
1.041414965986394492e+01,7.519531250000000000e-02
1.042575963718820908e+01,6.640625000000000000e-02
1.043736961451247147e+01,5.615234375000000000e-02
1.044897959183673386e+01,5.273437500000000000e-02
1.046058956916099802e+01,4.736328125000000000e-02
1.047219954648526041e+01,4.785156250000000000e-02
1.048380952380952458e+01,5.078125000000000000e-02
1.049541950113378697e+01,4.931640625000000000e-02
1.050702947845804935e+01,5.566406250000000000e-02
1.051863945578231352e+01,6.250000000000000000e-02
1.053024943310657591e+01,6.591796875000000000e-02
1.054185941043083830e+01,6.884765625000000000e-02
1.055346938775510246e+01,6.005859375000000000e-02
1.056507936507936485e+01,5.419921875000000000e-02
1.057668934240362724e+01,5.273437500000000000e-02
1.058829931972789140e+01,4.248046875000000000e-02
1.059990929705215379e+01,4.150390625000000000e-02
1.061151927437641795e+01,3.662109375000000000e-02
1.062312925170068034e+01,2.783203125000000000e-02
1.063473922902494273e+01,2.978515625000000000e-02
1.064634920634920690e+01,3.222656250000000000e-02
1.065795918367346928e+01,3.613281250000000000e-02
1.066956916099773167e+01,4.296875000000000000e-02
1.068117913832199584e+01,4.638671875000000000e-02
1.069278911564625822e+01,4.345703125000000000e-02
1.070439909297052239e+01,4.248046875000000000e-02
1.071600907029478478e+01,4.541015625000000000e-02
1.072761904761904717e+01,4.589843750000000000e-02
1.073922902494331133e+01,4.980468750000000000e-02
1.075083900226757372e+01,5.224609375000000000e-02
1.076244897959183611e+01,5.273437500000000000e-02
1.077405895691610027e+01,5.712890625000000000e-02
1.078566893424036266e+01,5.810546875000000000e-02
1.079727891156462505e+01,6.054687500000000000e-02
1.080888888888888921e+01,5.273437500000000000e-02
1.082049886621315160e+01,5.175781250000000000e-02
1.083210884353741577e+01,5.419921875000000000e-02
1.084371882086167815e+01,5.712890625000000000e-02
1.085532879818594054e+01,6.396484375000000000e-02
1.086693877551020471e+01,6.542968750000000000e-02
1.087854875283446709e+01,6.933593750000000000e-02
1.089015873015872948e+01,6.738281250000000000e-02
1.090176870748299365e+01,6.933593750000000000e-02
1.091337868480725604e+01,7.177734375000000000e-02
1.092498866213151842e+01,7.324218750000000000e-02
1.093659863945578259e+01,7.763671875000000000e-02
1.094820861678004498e+01,8.056640625000000000e-02
1.095981859410430914e+01,8.349609375000000000e-02
1.097142857142857153e+01,7.861328125000000000e-02
1.098303854875283392e+01,7.470703125000000000e-02
1.099464852607709808e+01,7.177734375000000000e-02
1.100625850340136047e+01,6.787109375000000000e-02
1.101786848072562286e+01,6.787109375000000000e-02
1.102947845804988702e+01,7.031250000000000000e-02
1.104108843537414941e+01,6.835937500000000000e-02
1.105269841269841358e+01,6.738281250000000000e-02
1.106430839002267597e+01,6.445312500000000000e-02
1.107591836734693835e+01,5.859375000000000000e-02
1.108752834467120252e+01,5.859375000000000000e-02
1.109913832199546491e+01,5.517578125000000000e-02
1.111074829931972729e+01,5.859375000000000000e-02
1.112235827664399146e+01,6.054687500000000000e-02
1.113396825396825385e+01,6.250000000000000000e-02
1.114557823129251624e+01,7.373046875000000000e-02
1.115718820861678040e+01,8.398437500000000000e-02
1.116879818594104279e+01,9.326171875000000000e-02
1.118040816326530695e+01,1.015625000000000000e-01
1.119201814058956934e+01,9.863281250000000000e-02
1.120362811791383173e+01,9.228515625000000000e-02
1.121523809523809589e+01,8.691406250000000000e-02
1.122684807256235828e+01,8.154296875000000000e-02
1.123845804988662067e+01,7.958984375000000000e-02
1.125006802721088484e+01,7.861328125000000000e-02
1.126167800453514722e+01,7.714843750000000000e-02
1.127328798185940961e+01,7.617187500000000000e-02
1.128489795918367378e+01,7.421875000000000000e-02
1.129650793650793617e+01,6.933593750000000000e-02
1.130811791383220033e+01,6.787109375000000000e-02
1.131972789115646272e+01,6.982421875000000000e-02
1.133133786848072511e+01,7.226562500000000000e-02
1.134294784580498927e+01,7.958984375000000000e-02
1.135455782312925166e+01,8.447265625000000000e-02
1.136616780045351405e+01,9.619140625000000000e-02
1.137777777777777821e+01,9.912109375000000000e-02
1.138938775510204060e+01,9.912109375000000000e-02
1.140099773242630299e+01,9.082031250000000000e-02
1.141260770975056715e+01,7.128906250000000000e-02
1.142421768707482954e+01,6.201171875000000000e-02
1.143582766439909371e+01,4.785156250000000000e-02
1.144743764172335609e+01,4.687500000000000000e-02
1.145904761904761848e+01,4.394531250000000000e-02
1.147065759637188265e+01,4.199218750000000000e-02
1.148226757369614504e+01,4.833984375000000000e-02
1.149387755102040742e+01,5.273437500000000000e-02
1.150548752834467159e+01,6.347656250000000000e-02
1.151709750566893398e+01,6.982421875000000000e-02
1.152870748299319814e+01,7.128906250000000000e-02
1.154031746031746053e+01,6.787109375000000000e-02
1.155192743764172292e+01,5.615234375000000000e-02
1.156353741496598708e+01,5.126953125000000000e-02
1.157514739229024947e+01,4.980468750000000000e-02
1.158675736961451186e+01,4.296875000000000000e-02
1.159836734693877602e+01,4.589843750000000000e-02
1.160997732426303841e+01,4.638671875000000000e-02
1.162158730158730080e+01,4.443359375000000000e-02
1.163319727891156496e+01,4.150390625000000000e-02
1.164480725623582735e+01,3.613281250000000000e-02
1.165641723356009152e+01,2.734375000000000000e-02
1.166802721088435391e+01,2.001953125000000000e-02
1.167963718820861629e+01,1.757812500000000000e-02
1.169124716553288046e+01,1.660156250000000000e-02
1.170285714285714285e+01,1.367187500000000000e-02
1.171446712018140524e+01,1.806640625000000000e-02
1.172607709750566940e+01,2.490234375000000000e-02
1.173768707482993179e+01,2.880859375000000000e-02
1.174929705215419418e+01,3.759765625000000000e-02
1.176090702947845834e+01,4.052734375000000000e-02
1.177251700680272073e+01,4.248046875000000000e-02
1.178412698412698489e+01,4.541015625000000000e-02
1.179573696145124728e+01,4.736328125000000000e-02
1.180734693877550967e+01,3.906250000000000000e-02
1.181895691609977384e+01,4.052734375000000000e-02
1.183056689342403622e+01,3.906250000000000000e-02
1.184217687074829861e+01,4.443359375000000000e-02
1.185378684807256278e+01,5.126953125000000000e-02
1.186539682539682516e+01,5.175781250000000000e-02
1.187700680272108755e+01,5.712890625000000000e-02
1.188861678004535172e+01,5.664062500000000000e-02
1.190022675736961411e+01,6.445312500000000000e-02
1.191183673469387827e+01,6.591796875000000000e-02
1.192344671201814066e+01,6.542968750000000000e-02
1.193505668934240305e+01,6.738281250000000000e-02
1.194666666666666721e+01,6.494140625000000000e-02
1.195827664399092960e+01,6.201171875000000000e-02
1.196988662131519199e+01,6.201171875000000000e-02
1.198149659863945615e+01,5.664062500000000000e-02
1.199310657596371854e+01,5.517578125000000000e-02
1.200471655328798271e+01,5.615234375000000000e-02
1.201632653061224509e+01,5.371093750000000000e-02
1.202793650793650748e+01,5.126953125000000000e-02
1.203954648526077165e+01,4.833984375000000000e-02
1.205115646258503403e+01,4.736328125000000000e-02
1.206276643990929642e+01,4.736328125000000000e-02
1.207437641723356059e+01,5.419921875000000000e-02
1.208598639455782298e+01,5.468750000000000000e-02
1.209759637188208536e+01,5.859375000000000000e-02
1.210920634920634953e+01,5.908203125000000000e-02
1.212081632653061192e+01,5.371093750000000000e-02
1.213242630385487608e+01,5.371093750000000000e-02
1.214403628117913847e+01,5.029296875000000000e-02
1.215564625850340086e+01,5.371093750000000000e-02
1.216725623582766502e+01,5.419921875000000000e-02
1.217886621315192741e+01,6.347656250000000000e-02
1.219047619047618980e+01,7.177734375000000000e-02
1.220208616780045396e+01,7.568359375000000000e-02
1.221369614512471635e+01,7.861328125000000000e-02
1.222530612244897874e+01,7.324218750000000000e-02
1.223691609977324291e+01,6.787109375000000000e-02
1.224852607709750529e+01,6.542968750000000000e-02
1.226013605442176946e+01,5.859375000000000000e-02
1.227174603174603185e+01,5.322265625000000000e-02
1.228335600907029423e+01,5.615234375000000000e-02
1.229496598639455840e+01,5.468750000000000000e-02
1.230657596371882079e+01,6.152343750000000000e-02
1.231818594104308318e+01,6.982421875000000000e-02
1.232979591836734734e+01,7.080078125000000000e-02
1.234140589569160973e+01,7.421875000000000000e-02
1.235301587301587389e+01,7.470703125000000000e-02
1.236462585034013628e+01,7.617187500000000000e-02
1.237623582766439867e+01,7.861328125000000000e-02
1.238784580498866283e+01,8.056640625000000000e-02
1.239945578231292522e+01,8.007812500000000000e-02
1.241106575963718761e+01,7.617187500000000000e-02
1.242267573696145178e+01,5.957031250000000000e-02
1.243428571428571416e+01,4.394531250000000000e-02
1.244589569160997655e+01,3.466796875000000000e-02
1.245750566893424072e+01,2.490234375000000000e-02
1.246911564625850311e+01,2.636718750000000000e-02
1.248072562358276727e+01,2.490234375000000000e-02
1.249233560090702966e+01,2.343750000000000000e-02
1.250394557823129205e+01,2.880859375000000000e-02
1.251555555555555621e+01,3.759765625000000000e-02
1.252716553287981860e+01,4.785156250000000000e-02
1.253877551020408099e+01,5.615234375000000000e-02
1.255038548752834515e+01,4.980468750000000000e-02
1.256199546485260754e+01,3.906250000000000000e-02
1.257360544217686993e+01,3.173828125000000000e-02
1.258521541950113409e+01,1.855468750000000000e-02
1.259682539682539648e+01,1.513671875000000000e-02
1.260843537414966065e+01,1.220703125000000000e-02
1.262004535147392303e+01,9.277343750000000000e-03
1.263165532879818542e+01,9.765625000000000000e-03
1.264326530612244959e+01,9.765625000000000000e-03
1.265487528344671198e+01,9.277343750000000000e-03
1.266648526077097436e+01,7.324218750000000000e-03
1.267809523809523853e+01,9.765625000000000000e-03
1.268970521541950092e+01,8.300781250000000000e-03
1.270131519274376330e+01,8.789062500000000000e-03
1.271292517006802747e+01,1.220703125000000000e-02
1.272453514739228986e+01,9.277343750000000000e-03
1.273614512471655402e+01,1.171875000000000000e-02
1.274775510204081641e+01,1.611328125000000000e-02
1.275936507936507880e+01,1.806640625000000000e-02
1.277097505668934296e+01,2.099609375000000000e-02
1.278258503401360535e+01,2.148437500000000000e-02
1.279419501133786774e+01,2.148437500000000000e-02
1.280580498866213190e+01,1.757812500000000000e-02
1.281741496598639429e+01,2.001953125000000000e-02
1.282902494331065846e+01,2.246093750000000000e-02
1.284063492063492085e+01,3.515625000000000000e-02
1.285224489795918323e+01,4.101562500000000000e-02
1.286385487528344740e+01,4.833984375000000000e-02
1.287546485260770979e+01,5.664062500000000000e-02
1.288707482993197218e+01,6.201171875000000000e-02
1.289868480725623634e+01,8.789062500000000000e-02
1.291029478458049873e+01,9.326171875000000000e-02
1.292190476190476112e+01,9.033203125000000000e-02
1.293351473922902528e+01,7.861328125000000000e-02
1.294512471655328767e+01,5.468750000000000000e-02
1.295673469387755183e+01,4.394531250000000000e-02
1.296834467120181422e+01,4.541015625000000000e-02
1.297995464852607661e+01,4.589843750000000000e-02
1.299156462585034078e+01,5.273437500000000000e-02
1.300317460317460316e+01,6.298828125000000000e-02
1.301478458049886555e+01,7.031250000000000000e-02
1.302639455782312972e+01,7.958984375000000000e-02
1.303800453514739210e+01,7.470703125000000000e-02
1.304961451247165449e+01,6.494140625000000000e-02
1.306122448979591866e+01,5.517578125000000000e-02
1.307283446712018105e+01,4.345703125000000000e-02
1.308444444444444521e+01,4.833984375000000000e-02
1.309605442176870760e+01,5.126953125000000000e-02
1.310766439909296999e+01,5.615234375000000000e-02
1.311927437641723415e+01,6.298828125000000000e-02
1.313088435374149654e+01,6.201171875000000000e-02
1.314249433106575893e+01,6.445312500000000000e-02
1.315410430839002309e+01,5.371093750000000000e-02
1.316571428571428548e+01,4.345703125000000000e-02
1.317732426303854787e+01,4.492187500000000000e-02
1.318893424036281203e+01,4.492187500000000000e-02
1.320054421768707442e+01,5.566406250000000000e-02
1.321215419501133859e+01,6.152343750000000000e-02
1.322376417233560097e+01,5.810546875000000000e-02
1.323537414965986336e+01,5.273437500000000000e-02
1.324698412698412753e+01,4.882812500000000000e-02
1.325859410430838992e+01,3.808593750000000000e-02
1.327020408163265230e+01,3.515625000000000000e-02
1.328181405895691647e+01,4.101562500000000000e-02
1.329342403628117886e+01,5.273437500000000000e-02
1.330503401360544302e+01,7.324218750000000000e-02
1.331664399092970541e+01,8.642578125000000000e-02
1.332825396825396780e+01,9.179687500000000000e-02
1.333986394557823196e+01,8.349609375000000000e-02
1.335147392290249435e+01,7.861328125000000000e-02
1.336308390022675674e+01,7.421875000000000000e-02
1.337469387755102090e+01,7.324218750000000000e-02
1.338630385487528329e+01,6.933593750000000000e-02
1.339791383219954568e+01,5.810546875000000000e-02
1.340952380952380985e+01,4.345703125000000000e-02
1.342113378684807223e+01,2.978515625000000000e-02
1.343274376417233640e+01,2.099609375000000000e-02
1.344435374149659879e+01,1.708984375000000000e-02
1.345596371882086117e+01,1.708984375000000000e-02
1.346757369614512534e+01,1.513671875000000000e-02
1.347918367346938773e+01,2.099609375000000000e-02
1.349079365079365012e+01,2.441406250000000000e-02
1.350240362811791428e+01,3.466796875000000000e-02
1.351401360544217667e+01,4.785156250000000000e-02
