freq_hz,magnitude
6.244628906250000000e+03,9.550859809722882443e-22
6.255395507812500000e+03,9.452317205319102303e-22
6.266162109375000000e+03,9.354809531550626882e-22
6.276928710937500000e+03,9.258674352871933034e-22
6.287695312500000000e+03,9.163501330685209014e-22
6.298461914062500000e+03,9.069605557483048750e-22
6.309228515625000000e+03,8.976725669810834849e-22
6.319995117187500000e+03,8.885017962183672163e-22
6.330761718750000000e+03,8.794410053592533203e-22
6.341528320312500000e+03,8.704794637767363242e-22
6.352294921875000000e+03,8.616253412821649480e-22
6.363061523437500000e+03,8.528887421096913389e-22
6.373828125000000000e+03,8.442324733364701337e-22
6.384594726562500000e+03,8.357027116047658751e-22
6.395361328125000000e+03,8.272525977432578676e-22
6.406127929687500000e+03,8.189146318836838498e-22
6.416894531250000000e+03,8.106698372740219800e-22
6.427661132812500000e+03,8.025213726418461313e-22
6.438427734375000000e+03,7.944658167700928688e-22
6.449194335937500000e+03,7.865079527638589373e-22
6.459960937500000000e+03,7.786414673873863550e-22
6.470727539062500000e+03,7.708657968831185730e-22
6.481494140625000000e+03,7.631791096605543039e-22
6.492260742187500000e+03,7.555839425514951219e-22
6.503027343750000000e+03,7.480763555794709578e-22
6.513793945312500000e+03,7.406521271201396786e-22
6.524560546875000000e+03,7.333186014415499802e-22
6.535327148437500000e+03,7.260611220042774533e-22
6.546093750000000000e+03,7.188973872273481042e-22
6.556860351562500000e+03,7.118085381017812561e-22
6.567626953125000000e+03,7.048019410028814464e-22
6.578393554687500000e+03,6.978787833400664952e-22
6.589160156250000000e+03,6.910313868719077390e-22
6.599926757812500000e+03,6.842608611243539254e-22
6.610693359375000000e+03,6.775730164137257803e-22
6.621459960937500000e+03,6.709506671601924254e-22
6.632226562500000000e+03,6.644169941333479100e-22
6.642993164062500000e+03,6.579449466612041359e-22
6.653759765625000000e+03,6.515527518845907455e-22
6.664526367187500000e+03,6.452340972534482433e-22
6.675292968750000000e+03,6.389781027889144741e-22
6.686059570312500000e+03,6.328023253070395274e-22
6.696826171875000000e+03,6.266896876049392992e-22
6.707592773437500000e+03,6.206489819000517948e-22
6.718359375000000000e+03,6.146710409790923929e-22
6.729125976562500000e+03,6.087652698205935708e-22
6.739892578125000000e+03,6.029224909368012082e-22
6.750659179687500000e+03,5.971475168200151853e-22
6.761425781250000000e+03,5.914290351372303234e-22
6.772192382812500000e+03,5.857850321050000005e-22
6.782958984375000000e+03,5.801969789031265339e-22
6.793725585937500000e+03,5.746702625890936334e-22
6.804492187500000000e+03,5.692090998257724534e-22
6.815258789062500000e+03,5.638015288400457822e-22
6.826025390625000000e+03,5.584602201584359941e-22
6.836791992187500000e+03,5.531742996198788581e-22
6.847558593750000000e+03,5.479446669052888165e-22
6.858325195312500000e+03,5.427781709455512169e-22
6.869091796875000000e+03,5.376635914907894057e-22
6.879858398437500000e+03,5.326042688907629465e-22
6.890625000000000000e+03,5.276022481626642394e-22
6.901391601562500000e+03,5.226548072650119897e-22
6.912158203125000000e+03,5.177614650065672577e-22
6.922924804687500000e+03,5.129183131596390652e-22
6.933691406250000000e+03,5.081315880979752093e-22
6.944458007812500000e+03,5.033960447874702858e-22
6.955224609375000000e+03,4.987058904036121213e-22
6.965991210937500000e+03,4.940770989886457873e-22
6.976757812500000000e+03,4.894881710030861485e-22
6.987524414062500000e+03,4.849535138015880146e-22
6.998291015625000000e+03,4.804664879176574048e-22
7.009057617187500000e+03,4.760279389848840339e-22
7.019824218750000000e+03,4.716372882982413270e-22
7.030590820312500000e+03,4.672917704716969169e-22
7.041357421875000000e+03,4.629956002948040372e-22
7.052124023437500000e+03,4.587432833926639427e-22
7.062890625000000000e+03,4.545354048536530002e-22
7.073657226562500000e+03,4.503745172554679137e-22
7.084423828125000000e+03,4.462564453022539844e-22
7.095190429687500000e+03,4.421816093628819194e-22
7.105957031250000000e+03,4.381514034971756359e-22
7.116723632812500000e+03,4.341624449261975599e-22
7.127490234375000000e+03,4.302170814201528565e-22
7.138256835937500000e+03,4.263126208530972951e-22
7.149023437500000000e+03,4.224452527749555321e-22
7.159790039062500000e+03,4.186253455484265955e-22
7.170556640625000000e+03,4.148424429194157127e-22
7.181323242187500000e+03,4.110981923057746884e-22
7.192089843750000000e+03,4.073947224726521452e-22
7.202856445312500000e+03,4.037276246739005385e-22
7.213623046875000000e+03,4.001018443358560351e-22
7.224389648437500000e+03,3.965113200397870578e-22
7.235156250000000000e+03,3.929598216100476323e-22
7.245922851562500000e+03,3.894431318425345395e-22
7.256689453125000000e+03,3.859659368609772131e-22
7.267456054687500000e+03,3.825214528311762385e-22
7.278222656250000000e+03,3.791157556047016041e-22
7.288989257812500000e+03,3.757416796854046408e-22
7.299755859375000000e+03,3.724062569327985981e-22
7.310522460937500000e+03,3.691020400390325439e-22
7.321289062500000000e+03,3.658326674601685864e-22
7.332055664062500000e+03,3.625980436607027789e-22
7.342822265625000000e+03,3.593940791463260279e-22
7.353588867187500000e+03,3.562248595679002220e-22
7.364355468750000000e+03,3.530886882237323753e-22
7.375122070312500000e+03,3.499827410366926396e-22
7.385888671875000000e+03,3.469094291874184609e-22
7.396655273437500000e+03,3.438661064110957202e-22
7.407421875000000000e+03,3.408559472148395950e-22
7.418188476562500000e+03,3.378728637153246902e-22
7.428955078125000000e+03,3.349247458702893090e-22
7.439721679687500000e+03,3.320021757672128869e-22
7.450488281250000000e+03,3.291113743814050375e-22
7.461254882812500000e+03,3.262491029457226133e-22
7.472021484375000000e+03,3.234142348989472333e-22
7.482788085937500000e+03,3.206115890084550072e-22
7.493554687500000000e+03,3.178337700903252334e-22
7.504321289062500000e+03,3.150840237717555640e-22
7.515087890625000000e+03,3.123638622053393642e-22
7.525854492187500000e+03,3.096693333934633801e-22
7.536621093750000000e+03,3.070015132925852116e-22
7.547387695312500000e+03,3.043616407469270101e-22
7.558154296875000000e+03,3.017471331076817624e-22
7.568920898437500000e+03,2.991576154783083331e-22
7.579687500000000000e+03,2.965962044574626332e-22
7.590454101562500000e+03,2.940584004308945840e-22
7.601220703125000000e+03,2.915468538861554535e-22
7.611987304687500000e+03,2.890584139998944652e-22
7.622753906250000000e+03,2.865962630948384491e-22
7.633520507812500000e+03,2.841582057427764406e-22
7.644287109375000000e+03,2.817427316508412711e-22
7.655053710937500000e+03,2.793529616775826247e-22
7.665820312500000000e+03,2.769846440004846903e-22
7.676586914062500000e+03,2.746413564534726997e-22
7.687353515625000000e+03,2.723206533276180522e-22
7.698120117187500000e+03,2.700214496619349739e-22
7.708886718750000000e+03,2.677458407457171049e-22
7.719653320312500000e+03,2.654916728809273494e-22
7.730419921875000000e+03,2.632606494446661218e-22
7.741186523437500000e+03,2.610498330462295183e-22
7.751953125000000000e+03,2.588616314318300200e-22
7.762719726562500000e+03,2.566936199146819735e-22
7.773486328125000000e+03,2.545479909274667391e-22
7.784252929687500000e+03,2.524219813378989623e-22
7.795019531250000000e+03,2.503164781455763336e-22
7.805786132812500000e+03,2.482317988653453661e-22
7.816552734375000000e+03,2.461670058863286728e-22
7.827319335937500000e+03,2.441230598481706935e-22
7.838085937500000000e+03,2.420960482033695668e-22
7.848852539062500000e+03,2.400918924670769612e-22
7.859619140625000000e+03,2.381044459924261646e-22
7.870385742187500000e+03,2.361366945471499024e-22
7.881152343750000000e+03,2.341885978353463563e-22
7.891918945312500000e+03,2.322578009861581650e-22
7.902685546875000000e+03,2.303459668109809348e-22
7.913452148437500000e+03,2.284527089889204579e-22
7.924218750000000000e+03,2.265766584542831359e-22
7.934985351562500000e+03,2.247195890033253589e-22
7.945751953125000000e+03,2.228782864681774704e-22
7.956518554687500000e+03,2.210564027903551137e-22
7.967285156250000000e+03,2.192500693668516047e-22
7.978051757812500000e+03,2.174620624279751198e-22
7.988818359375000000e+03,2.156902921563736446e-22
7.999584960937500000e+03,2.139352575947135638e-22
8.010351562500000000e+03,2.121965049861243669e-22
8.021118164062500000e+03,2.104751894641048500e-22
8.031884765625000000e+03,2.087679297127461715e-22
8.042651367187500000e+03,2.070784861296207197e-22
8.053417968750000000e+03,2.054047947862840471e-22
8.064184570312500000e+03,2.037455017096721689e-22
8.074951171875000000e+03,2.021024727705247802e-22
8.085717773437500000e+03,2.004749130911919120e-22
8.096484375000000000e+03,1.988619912401096898e-22
8.107250976562500000e+03,1.972641384688632952e-22
8.118017578125000000e+03,1.956819364051804970e-22
8.128784179687500000e+03,1.941129276584442306e-22
8.139550781250000000e+03,1.925599829708884802e-22
8.150317382812500000e+03,1.910199932648373701e-22
8.161083984375000000e+03,1.894953117207846109e-22
8.171850585937500000e+03,1.879840298993109162e-22
8.182617187500000000e+03,1.864871176736868004e-22
8.193383789062500000e+03,1.850036314327237513e-22
8.204150390625000000e+03,1.835338495704090954e-22
8.214916992187500000e+03,1.820775065744388672e-22
8.225683593750000000e+03,1.806346801884530425e-22
8.236450195312500000e+03,1.792047314208009886e-22
8.247216796875000000e+03,1.777885120679507232e-22
8.257983398437500000e+03,1.763846313947682396e-22
8.268750000000000000e+03,1.749930944158958167e-22
8.279516601562500000e+03,1.736152700775342438e-22
8.290283203125000000e+03,1.722500099412788393e-22
8.301049804687500000e+03,1.708956745983840962e-22
8.311816406250000000e+03,1.695550558294213207e-22
8.322583007812500000e+03,1.682260237207654310e-22
8.333349609375000000e+03,1.669092338684444278e-22
8.344116210937500000e+03,1.656038921326625254e-22
8.354882812500000000e+03,1.643109799182098629e-22
8.365649414062500000e+03,1.630286830474677701e-22
8.376416015625000000e+03,1.617596882547061673e-22
8.387182617187500000e+03,1.604999811792347828e-22
8.397949218750000000e+03,1.592532112120670760e-22
8.408715820312500000e+03,1.580165779179250197e-22
8.419482421875000000e+03,1.567916001664403634e-22
8.430249023437500000e+03,1.555777797865376971e-22
8.441015625000000000e+03,1.543739687858294085e-22
8.451782226562500000e+03,1.531814274874165520e-22
8.462548828125000000e+03,1.519995264768327773e-22
8.473315429687500000e+03,1.508281203868148447e-22
8.484082031250000000e+03,1.496672139891692710e-22
8.494848632812500000e+03,1.485159801380139265e-22
8.505615234375000000e+03,1.473757914207187248e-22
8.516381835937500000e+03,1.462447497255092463e-22
8.527148437500000000e+03,1.451253663780331305e-22
8.537915039062500000e+03,1.440138467363550578e-22
8.548681640625000000e+03,1.429133814027549642e-22
8.559448242187500000e+03,1.418221315583832048e-22
8.570214843750000000e+03,1.407411853613718350e-22
8.580981445312500000e+03,1.396685233986249310e-22
8.591748046875000000e+03,1.386063150956565794e-22
8.602514648437500000e+03,1.375529662787639327e-22
8.613281250000000000e+03,1.365088167965329946e-22
8.624047851562500000e+03,1.354738191946338269e-22
8.634814453125000000e+03,1.344484646901012482e-22
8.645581054687500000e+03,1.334308330884127378e-22
8.656347656250000000e+03,1.324234211802399481e-22
8.667114257812500000e+03,1.314235901422543442e-22
8.677880859375000000e+03,1.304333273698462644e-22
8.688647460937500000e+03,1.294510565960509363e-22
8.699414062500000000e+03,1.284776765747653875e-22
8.710180664062500000e+03,1.275124797925078398e-22
8.720947265625000000e+03,1.265558480639211840e-22
8.731713867187500000e+03,1.256072764342269909e-22
8.742480468750000000e+03,1.246671685224546528e-22
8.753247070312500000e+03,1.237347847146698324e-22
8.764013671875000000e+03,1.228108636528978405e-22
8.774780273437500000e+03,1.218944213206835024e-22
8.785546875000000000e+03,1.209860544291946087e-22
8.796313476562500000e+03,1.200856365425829865e-22
8.807080078125000000e+03,1.191927282913606871e-22
8.817846679687500000e+03,1.183072744634735743e-22
8.828613281250000000e+03,1.174300903856275673e-22
8.839379882812500000e+03,1.165595123978557906e-22
8.850146484375000000e+03,1.156969813037526835e-22
8.860913085937500000e+03,1.148416429176666352e-22
8.871679687500000000e+03,1.139932536418699409e-22
8.882446289062500000e+03,1.131527381958713757e-22
8.893212890625000000e+03,1.123183666810639020e-22
8.903979492187500000e+03,1.114921428654796095e-22
8.914746093750000000e+03,1.106722201728564201e-22
8.925512695312500000e+03,1.098594869290903570e-22
8.936279296875000000e+03,1.090534303668514795e-22
8.947045898437500000e+03,1.082543341926964379e-22
8.957812500000000000e+03,1.074621514948928130e-22
8.968579101562500000e+03,1.066761939849372677e-22
8.979345703125000000e+03,1.058969744705119955e-22
8.990112304687500000e+03,1.051245200523847481e-22
9.000878906250000000e+03,1.043583877164981119e-22
9.011645507812500000e+03,1.035987337481962769e-22
9.022412109375000000e+03,1.028452648906576363e-22
9.033178710937500000e+03,1.020981158210418641e-22
9.043945312500000000e+03,1.013577029613419603e-22
9.054711914062500000e+03,1.006225372969568312e-22
9.065478515625000000e+03,9.989444862240781521e-23
9.076245117187500000e+03,9.917171317554887005e-23
9.087011718750000000e+03,9.845525559528474712e-23
9.097778320312500000e+03,9.774492654656793333e-23
9.108544921875000000e+03,9.704002941116544493e-23
9.119311523437500000e+03,9.634131973084530933e-23
9.130078125000000000e+03,9.564835640462218257e-23
9.140844726562500000e+03,9.496108013162679366e-23
9.151611328125000000e+03,9.427921929422702041e-23
9.162377929687500000e+03,9.360340597034102887e-23
9.173144531250000000e+03,9.293288380659395316e-23
9.183911132812500000e+03,9.226769858292636722e-23
9.194677734375000000e+03,9.160883457270079240e-23
9.205444335937500000e+03,9.095413431928744522e-23
9.216210937500000000e+03,9.030566652972788553e-23
9.226977539062500000e+03,8.966231470493851470e-23
9.237744140625000000e+03,8.902397776266205551e-23
9.248510742187500000e+03,8.839115749705663922e-23
9.259277343750000000e+03,8.776328854535237332e-23
9.270043945312500000e+03,8.714081794848812416e-23
9.280810546875000000e+03,8.652303060053793427e-23
9.291577148437500000e+03,8.591049979359611107e-23
9.302343750000000000e+03,8.530284050317898970e-23
9.313110351562500000e+03,8.470019672302139505e-23
9.323876953125000000e+03,8.410241467492746731e-23
9.334643554687500000e+03,8.350945886803048520e-23
9.345410156250000000e+03,8.292121042744945496e-23
9.356176757812500000e+03,8.233795247093883368e-23
9.366943359375000000e+03,8.175896106731248019e-23
9.377709960937500000e+03,8.118511385781495944e-23
9.388476562500000000e+03,8.061562006395567006e-23
9.399243164062500000e+03,8.005068891897453642e-23
9.410009765625000000e+03,7.949048873175293323e-23
9.420776367187500000e+03,7.893456644482562950e-23
9.431542968750000000e+03,7.838316331550320188e-23
9.442309570312500000e+03,7.783611849934493704e-23
9.453076171875000000e+03,7.729372028039675735e-23
9.463842773437500000e+03,7.675526988624317867e-23
9.474609375000000000e+03,7.622133453498370612e-23
9.485375976562500000e+03,7.569158188469884708e-23
9.496142578125000000e+03,7.516621076731082019e-23
9.506909179687500000e+03,7.464461578447498579e-23
9.517675781250000000e+03,7.412768580663240990e-23
9.528442382812500000e+03,7.361446137265547006e-23
9.539208984375000000e+03,7.310533612801909363e-23
9.549975585937500000e+03,7.260042681628745488e-23
9.560742187500000000e+03,7.209953595359537421e-23
9.571508789062500000e+03,7.160222741464224656e-23
9.582275390625000000e+03,7.110923626269039524e-23
9.593041992187500000e+03,7.061995789434991905e-23
9.603808593750000000e+03,7.013455751545545668e-23
9.614575195312500000e+03,6.965295641781313270e-23
9.625341796875000000e+03,6.917511325166614567e-23
9.636108398437500000e+03,6.870112710825622261e-23
9.646875000000000000e+03,6.823069320426737082e-23
9.657641601562500000e+03,6.776416419326815998e-23
9.668408203125000000e+03,6.730096823037739701e-23
9.679174804687500000e+03,6.684167674940461922e-23
9.689941406250000000e+03,6.638581189986081263e-23
9.700708007812500000e+03,6.593363480443376156e-23
9.711474609375000000e+03,6.548476751288931271e-23
9.722241210937500000e+03,6.503962539325720842e-23
9.733007812500000000e+03,6.459770024603954115e-23
9.743774414062500000e+03,6.415944299853062955e-23
9.754541015625000000e+03,6.372441254414787226e-23
9.765307617187500000e+03,6.329285295414348110e-23
9.776074218750000000e+03,6.286448036332718472e-23
9.786840820312500000e+03,6.243965589207757902e-23
9.797607421875000000e+03,6.201788334146937784e-23
9.808374023437500000e+03,6.159950309680068543e-23
9.819140625000000000e+03,6.118424452793874090e-23
9.829907226562500000e+03,6.077232744018842912e-23
9.840673828125000000e+03,6.036338598512303768e-23
9.851440429687500000e+03,5.995774343690021212e-23
9.862207031250000000e+03,5.955508701933664605e-23
9.872973632812500000e+03,5.915566151329113534e-23
9.883740234375000000e+03,5.875907906872189788e-23
9.894506835937500000e+03,5.836574355212097536e-23
9.905273437500000000e+03,5.797531837378666686e-23
9.916040039062500000e+03,5.758780511384539757e-23
9.926806640625000000e+03,5.720345128906342877e-23
9.937573242187500000e+03,5.682174167414725373e-23
9.948339843750000000e+03,5.644321120762154274e-23
9.959106445312500000e+03,5.606725412410982571e-23
9.969873046875000000e+03,5.569446604502195103e-23
9.980639648437500000e+03,5.532435240282856123e-23
9.991406250000000000e+03,5.495694905034612280e-23
1.000217285156250000e+04,5.459246544574367617e-23
1.001293945312500000e+04,5.423072739966555080e-23
1.002370605468750000e+04,5.387163046605956482e-23
1.003447265625000000e+04,5.351536713320561554e-23
1.004523925781250000e+04,5.316160208750215360e-23
1.005600585937500000e+04,5.281073972218904375e-23
1.006677246093750000e+04,5.246227297579311805e-23
1.007753906250000000e+04,5.211663488261863781e-23
1.008830566406250000e+04,5.177340458807155564e-23
1.009907226562500000e+04,5.143290589415019723e-23
1.010983886718750000e+04,5.109484475299442987e-23
1.012060546875000000e+04,5.075929714215142986e-23
1.013137207031250000e+04,5.042642576144460845e-23
1.014213867187500000e+04,5.009583019959729300e-23
1.015290527343750000e+04,4.976780279193738816e-23
1.016367187500000000e+04,4.944224559288159620e-23
1.017443847656250000e+04,4.911905565402533483e-23
1.018520507812500000e+04,4.879825305540111300e-23
1.019597167968750000e+04,4.847990679227109620e-23
1.020673828125000000e+04,4.816383370719718985e-23
1.021750488281250000e+04,4.785017797808043517e-23
1.022827148437500000e+04,4.753878786671188758e-23
1.023903808593750000e+04,4.722972756860507213e-23
1.024980468750000000e+04,4.692296426988777721e-23
1.026057128906250000e+04,4.661841548330486827e-23
1.027133789062500000e+04,4.631618511081370479e-23
1.028210449218750000e+04,4.601607861344924135e-23
1.029287109375000000e+04,4.571831177798404693e-23
1.030363769531250000e+04,4.542259223607922633e-23
1.031440429687500000e+04,4.512918070991889030e-23
1.032517089843750000e+04,4.483777569779249079e-23
1.033593750000000000e+04,4.454866491185378965e-23
1.034670410156250000e+04,4.426152117839942577e-23
1.035747070312500000e+04,4.397656799927305971e-23
1.036823730468750000e+04,4.369366454381640720e-23
1.037900390625000000e+04,4.341286728219654118e-23
1.038977050781250000e+04,4.313403702783001755e-23
1.040053710937500000e+04,4.285730940668659664e-23
1.041130371093750000e+04,4.258256770662891043e-23
1.042207031250000000e+04,4.230982001904704448e-23
1.043283691406250000e+04,4.203907249049056857e-23
1.044360351562500000e+04,4.177024465386207251e-23
1.045437011718750000e+04,4.150343491965035419e-23
1.046513671875000000e+04,4.123846310937553887e-23
1.047590332031250000e+04,4.097550269373995569e-23
1.048666992187500000e+04,4.071440393661616717e-23
1.049743652343750000e+04,4.045512428885496229e-23
1.050820312500000000e+04,4.019786711808322157e-23
1.051896972656250000e+04,3.994234709277956602e-23
1.052973632812500000e+04,3.968862434818615689e-23
1.054050292968750000e+04,3.943685763132743978e-23
1.055126953125000000e+04,3.918682430776706846e-23
1.056203613281250000e+04,3.893857624458811193e-23
1.057280273437500000e+04,3.869215567350275684e-23
1.058356933593750000e+04,3.844742147101522371e-23
1.059433593750000000e+04,3.820454712802653744e-23
1.060510253906250000e+04,3.796329586486271416e-23
1.061586914062500000e+04,3.772387824575466697e-23
1.062663574218750000e+04,3.748605712906099914e-23
1.063740234375000000e+04,3.724999956773414063e-23
1.064816894531250000e+04,3.701564411382004316e-23
1.065893554687500000e+04,3.678283539338839583e-23
1.066970214843750000e+04,3.655186511030963476e-23
1.068046875000000000e+04,3.632235748357406775e-23
1.069123535156250000e+04,3.609457454477214955e-23
1.070200195312500000e+04,3.586840469566274408e-23
1.071276855468750000e+04,3.564379859860854760e-23
1.072353515625000000e+04,3.542078898616378204e-23
1.073430175781250000e+04,3.519938776170276164e-23
1.074506835937500000e+04,3.497951673164782688e-23
1.075583496093750000e+04,3.476118264932481944e-23
1.076660156250000000e+04,3.454444201420113745e-23
1.077736816406250000e+04,3.432917270985140744e-23
1.078813476562500000e+04,3.411542092447749900e-23
1.079890136718750000e+04,3.390323089247298414e-23
1.080966796875000000e+04,3.369243880342724894e-23
1.082043457031250000e+04,3.348320520276523659e-23
1.083120117187500000e+04,3.327536260713571825e-23
1.084196777343750000e+04,3.306906810861519409e-23
1.085273437500000000e+04,3.286412400969955091e-23
1.086350097656250000e+04,3.266066041712806117e-23
1.087426757812500000e+04,3.245860231910707549e-23
1.088503417968750000e+04,3.225796568207973096e-23
1.089580078125000000e+04,3.205871457246417718e-23
1.090656738281250000e+04,3.186084100984613477e-23
1.091733398437500000e+04,3.166435038339073912e-23
1.092810058593750000e+04,3.146924763748000810e-23
1.093886718750000000e+04,3.127544685887848219e-23
1.094963378906250000e+04,3.108305922176418393e-23
1.096040039062500000e+04,3.089191551877920935e-23
1.097116699218750000e+04,3.070219986515981034e-23
1.098193359375000000e+04,3.051368550442319822e-23
1.099270019531250000e+04,3.032656239822007181e-23
1.100346679687500000e+04,3.014069663317650482e-23
1.101423339843750000e+04,2.995608173883798055e-23
1.102500000000000000e+04,2.977276942206642432e-23
1.103576660156250000e+04,2.959073749877687660e-23
1.104653320312500000e+04,2.940991664029432121e-23
1.105729980468750000e+04,2.923035812771189824e-23
1.106806640625000000e+04,2.905202353270604709e-23
1.107883300781250000e+04,2.887491741670962733e-23
1.108959960937500000e+04,2.869903017950003099e-23
1.110036621093750000e+04,2.852432733126804995e-23
1.111113281250000000e+04,2.835082243478946290e-23
1.112189941406250000e+04,2.817853000408249740e-23
1.113266601562500000e+04,2.800737102365885972e-23
1.114343261718750000e+04,2.783741212872380947e-23
1.115419921875000000e+04,2.766859120725919170e-23
1.116496582031250000e+04,2.750091815293781251e-23
1.117573242187500000e+04,2.733440938426233060e-23
1.118649902343750000e+04,2.716899869411084349e-23
1.119726562500000000e+04,2.700473421106891437e-23
1.120803222656250000e+04,2.684156068334660735e-23
1.121879882812500000e+04,2.667952138635104755e-23
1.122956542968750000e+04,2.651855965335219992e-23
1.124033203125000000e+04,2.635867183519345008e-23
1.125109863281250000e+04,2.619990728981814661e-23
1.126186523437500000e+04,2.604215793859387672e-23
1.127263183593750000e+04,2.588551498693296261e-23
1.128339843750000000e+04,2.572993614847110572e-23
1.129416503906250000e+04,2.557535309975372222e-23
1.130493164062500000e+04,2.542183304665489229e-23
1.131569824218750000e+04,2.526936236764140828e-23
1.132646484375000000e+04,2.511790419007189432e-23
1.133723144531250000e+04,2.496744846201636960e-23
1.134799804687500000e+04,2.481801888038735403e-23
1.135876464843750000e+04,2.466957640523128434e-23
1.136953125000000000e+04,2.452212480415292828e-23
1.138029785156250000e+04,2.437567358398147973e-23
1.139106445312500000e+04,2.423018851654685926e-23
1.140183105468750000e+04,2.408567272952571855e-23
1.141259765625000000e+04,2.394211772589030338e-23
1.142336425781250000e+04,2.379953583389685564e-23
1.143413085937500000e+04,2.365787988871362922e-23
1.144489746093750000e+04,2.351718168794641222e-23
1.145566406250000000e+04,2.337740369149942012e-23
1.146643066406250000e+04,2.323855747191446467e-23
1.147719726562500000e+04,2.310064333298074877e-23
1.148796386718750000e+04,2.296362802858735468e-23
1.149873046875000000e+04,2.282751509048437240e-23
1.150949707031250000e+04,2.269231880535347749e-23
1.152026367187500000e+04,2.255800724099213967e-23
1.153103027343750000e+04,2.242458168266122318e-23
1.154179687500000000e+04,2.229201597482130491e-23
1.155256347656250000e+04,2.216036899255583473e-23
1.156333007812500000e+04,2.202954889355380552e-23
1.157409667968750000e+04,2.189959640913749357e-23
1.158486328125000000e+04,2.177051521042581200e-23
1.159562988281250000e+04,2.164224999660363106e-23
1.160639648437500000e+04,2.151486282045262167e-23
1.161716308593750000e+04,2.138828629495716062e-23
1.162792968750000000e+04,2.126252888695502463e-23
1.163869628906250000e+04,2.113761868230562065e-23
1.164946289062500000e+04,2.101351914913751059e-23
1.166022949218750000e+04,2.089021646566429524e-23
1.167099609375000000e+04,2.076772867015516128e-23
1.168176269531250000e+04,2.064604124126871594e-23
1.169252929687500000e+04,2.052513601494058842e-23
1.170329589843750000e+04,2.040501547027623643e-23
1.171406250000000000e+04,2.028569510504270774e-23
1.172482910156250000e+04,2.016713190561324453e-23
1.173559570312500000e+04,2.004934238929268943e-23
1.174636230468750000e+04,1.993232051041286805e-23
1.175712890625000000e+04,1.981605413524544070e-23
1.176789550781250000e+04,1.970053160254164830e-23
1.177866210937500000e+04,1.958577884150274460e-23
1.178942871093750000e+04,1.947173639174031136e-23
1.180019531250000000e+04,1.935844860922126973e-23
1.181096191406250000e+04,1.924589976250139170e-23
1.182172851562500000e+04,1.913405467407093346e-23
1.183249511718750000e+04,1.902294583286357981e-23
1.184326171875000000e+04,1.891254485514194115e-23
1.185402832031250000e+04,1.880285683855211855e-23
1.186479492187500000e+04,1.869386333213743796e-23
1.187556152343750000e+04,1.858558104839933300e-23
1.188632812500000000e+04,1.847799420153413830e-23
1.189709472656250000e+04,1.837108482303507426e-23
1.190786132812500000e+04,1.826486521490224414e-23
1.191862792968750000e+04,1.815933218190860505e-23
1.192939453125000000e+04,1.805445684840621230e-23
1.194016113281250000e+04,1.795026895013265511e-23
1.195092773437500000e+04,1.784673567875144804e-23
1.196169433593750000e+04,1.774385660115106278e-23
1.197246093750000000e+04,1.764165284438230730e-23
1.198322753906250000e+04,1.754007092250597857e-23
1.199399414062500000e+04,1.743915998910725452e-23
1.200476074218750000e+04,1.733888328048523230e-23
1.201552734375000000e+04,1.723923373760842656e-23
1.202629394531250000e+04,1.714021364173474974e-23
1.203706054687500000e+04,1.704184366212920561e-23
1.204782714843750000e+04,1.694407758768970186e-23
1.205859375000000000e+04,1.684692743263754236e-23
1.206936035156250000e+04,1.675040120809813650e-23
1.208012695312500000e+04,1.665448595246421702e-23
1.209089355468750000e+04,1.655916613059093103e-23
1.210166015625000000e+04,1.646444663712369924e-23
1.211242675781250000e+04,1.637034246772393125e-23
1.212319335937500000e+04,1.627680121792737475e-23
1.213395996093750000e+04,1.618387392078282722e-23
1.214472656250000000e+04,1.609152462787437253e-23
1.215549316406250000e+04,1.599973899570103481e-23
1.216625976562500000e+04,1.590854796068122521e-23
1.217702636718750000e+04,1.581791522911917644e-23
1.218779296875000000e+04,1.572785779777595295e-23
1.219855957031250000e+04,1.563836803464920475e-23
1.220932617187500000e+04,1.554942798869885218e-23
1.222009277343750000e+04,1.546104396363565289e-23
1.223085937500000000e+04,1.537321741040657329e-23
1.224162597656250000e+04,1.528593871460420340e-23
1.225239257812500000e+04,1.519919248049192779e-23
1.226315917968750000e+04,1.511299969795466063e-23
1.227392578125000000e+04,1.502734646876036366e-23
1.228469238281250000e+04,1.494220005065638413e-23
1.229545898437500000e+04,1.485761593764105604e-23
1.230622558593750000e+04,1.477353201198412124e-23
1.231699218750000000e+04,1.468997791194485909e-23
1.232775878906250000e+04,1.460694616171297412e-23
1.233852539062500000e+04,1.452441504153331451e-23
1.234929199218750000e+04,1.444241280130709314e-23
1.236005859375000000e+04,1.436090175698601791e-23
1.237082519531250000e+04,1.427990226388461385e-23
1.238159179687500000e+04,1.419939982787652458e-23
1.239235839843750000e+04,1.411938884977955257e-23
1.240312500000000000e+04,1.403988704735717041e-23
1.241389160156250000e+04,1.396085422418734846e-23
1.242465820312500000e+04,1.388231960913951653e-23
1.243542480468750000e+04,1.380426568047538430e-23
1.244619140625000000e+04,1.372668813338588319e-23
1.245695800781250000e+04,1.364958940458055680e-23
1.246772460937500000e+04,1.357296553544891884e-23
1.247849121093750000e+04,1.349680287743486566e-23
1.248925781250000000e+04,1.342111316583130453e-23
1.250002441406250000e+04,1.334589095730228550e-23
