time_s,envelope
6.300000000000000044e-01,1.392969134651809537e-04
6.400000000000000133e-01,1.360099018442079870e-04
6.500000000000000222e-01,1.329178017198724845e-04
6.600000000000000311e-01,1.303354113592406209e-04
6.700000000000000400e-01,1.279618745060701014e-04
6.800000000000000488e-01,1.261117445701813477e-04
6.899999999999999467e-01,1.244780760264848002e-04
6.999999999999999556e-01,1.233546973710416899e-04
7.099999999999999645e-01,1.224327513467904035e-04
7.199999999999999734e-01,1.219616189515425732e-04
7.299999999999999822e-01,1.216190943632170039e-04
7.399999999999999911e-01,1.216293304663820395e-04
7.500000000000000000e-01,1.216753530295407572e-04
7.600000000000000089e-01,1.219825306888727007e-04
7.700000000000000178e-01,1.222374005380832528e-04
7.800000000000000266e-01,1.226609764395862991e-04
7.900000000000000355e-01,1.229793063703812971e-04
8.000000000000000444e-01,1.234415033367156902e-04
8.100000000000000533e-01,1.237955588689587097e-04
8.199999999999999512e-01,1.242609866213148723e-04
8.299999999999999600e-01,1.245565419490983147e-04
8.399999999999999689e-01,1.248882883412983215e-04
8.499999999999999778e-01,1.249637359210104535e-04
8.599999999999999867e-01,1.249613011818557801e-04
8.699999999999999956e-01,1.245976724617407782e-04
8.800000000000000044e-01,1.240461328446543015e-04
8.900000000000000133e-01,1.230201247904314313e-04
9.000000000000000222e-01,1.216918743398683804e-04
9.100000000000000311e-01,1.197963795181895017e-04
9.200000000000000400e-01,1.175430417850112380e-04
9.300000000000000488e-01,1.147206028893792341e-04
9.399999999999999467e-01,1.115774794652811097e-04
9.499999999999999556e-01,1.079497246391455018e-04
9.599999999999999645e-01,1.040958848468789534e-04
9.699999999999999734e-01,9.985838561711741221e-05
9.799999999999999822e-01,9.549870113900113262e-05
9.899999999999999911e-01,9.090587406887810570e-05
1.000000000000000000e+00,8.639837996399624251e-05
1.010000000000000009e+00,8.190501734056397144e-05
1.020000000000000018e+00,7.774464153697676033e-05
1.030000000000000027e+00,7.383976064440684499e-05
1.040000000000000036e+00,7.046448189261021538e-05
1.050000000000000044e+00,6.749132898804423980e-05
1.060000000000000053e+00,6.514892811835492324e-05
1.070000000000000062e+00,6.325706722281780126e-05
1.080000000000000071e+00,6.198303132893428526e-05
1.090000000000000080e+00,6.109931736918256212e-05
1.100000000000000089e+00,6.072179659992923951e-05
1.110000000000000098e+00,6.058691016048530127e-05
1.120000000000000107e+00,6.080420455368364580e-05
1.129999999999999893e+00,6.115123827214640948e-05
1.139999999999999902e+00,6.178146322834149199e-05
1.149999999999999911e+00,6.249330715882196339e-05
1.159999999999999920e+00,6.343073595529931429e-05
1.169999999999999929e+00,6.440122991541639920e-05
1.179999999999999938e+00,6.555062868514605079e-05
1.189999999999999947e+00,6.666511359023830270e-05
1.199999999999999956e+00,6.784223084595298139e-05
1.209999999999999964e+00,6.884969943765723781e-05
1.219999999999999973e+00,6.979950225473960260e-05
1.229999999999999982e+00,7.049449939426336205e-05
1.239999999999999991e+00,7.108324388237342677e-05
1.250000000000000000e+00,7.138586079631841581e-05
1.260000000000000009e+00,7.153769242544716930e-05
1.270000000000000018e+00,7.136000430889394785e-05
1.280000000000000027e+00,7.101980871056970781e-05
1.290000000000000036e+00,7.038198020674913129e-05
1.300000000000000044e+00,6.962127474361493311e-05
1.310000000000000053e+00,6.860773127599380900e-05
1.320000000000000062e+00,6.751368147058917611e-05
1.330000000000000071e+00,6.619903296527530619e-05
1.340000000000000080e+00,6.483712413872000401e-05
1.350000000000000089e+00,6.331648013762044614e-05
1.360000000000000098e+00,6.183547439436575682e-05
1.370000000000000107e+00,6.029392411227942929e-05
1.379999999999999893e+00,5.887266156644142801e-05
1.389999999999999902e+00,5.745261122601656896e-05
1.399999999999999911e+00,5.618533904074777245e-05
1.409999999999999920e+00,5.493235583016858192e-05
1.419999999999999929e+00,5.383537314139088907e-05
1.429999999999999938e+00,5.275995972726209976e-05
1.439999999999999947e+00,5.184468610158405509e-05
1.449999999999999956e+00,5.095919898824696607e-05
1.459999999999999964e+00,5.025158713960926080e-05
1.469999999999999973e+00,4.959885408520365191e-05
1.479999999999999982e+00,4.914082094184809782e-05
1.489999999999999991e+00,4.874015615775924027e-05
1.500000000000000000e+00,4.850836244774536386e-05
1.510000000000000009e+00,4.827456347876016475e-05
1.520000000000000018e+00,4.813463424047889931e-05
1.530000000000000027e+00,4.792972949127562865e-05
1.540000000000000036e+00,4.776189873921770338e-05
1.550000000000000044e+00,4.748642206892761110e-05
1.560000000000000053e+00,4.723023191647901563e-05
1.570000000000000062e+00,4.687616084916319527e-05
1.580000000000000071e+00,4.655175713047557905e-05
1.590000000000000080e+00,4.614121752342223215e-05
1.600000000000000089e+00,4.577567947802182953e-05
1.610000000000000098e+00,4.533347302934818225e-05
1.620000000000000107e+00,4.494695649989253469e-05
1.629999999999999893e+00,4.451830694036822605e-05
1.639999999999999902e+00,4.418624908970728883e-05
1.649999999999999911e+00,4.385067836113814503e-05
1.659999999999999920e+00,4.365232045824772827e-05
1.669999999999999929e+00,4.348013037967201477e-05
1.679999999999999938e+00,4.344490245064551611e-05
1.689999999999999947e+00,4.342211887561934846e-05
1.699999999999999956e+00,4.349750176677417426e-05
1.709999999999999964e+00,4.352668113099488454e-05
1.719999999999999973e+00,4.359341736532141540e-05
1.729999999999999982e+00,4.355765439862839479e-05
1.739999999999999991e+00,4.350393312808613247e-05
1.750000000000000000e+00,4.327543132111731948e-05
1.760000000000000009e+00,4.293604609406690114e-05
1.770000000000000018e+00,4.234129086219287185e-05
1.780000000000000027e+00,4.157242567165610740e-05
1.790000000000000036e+00,4.050689361677864582e-05
1.800000000000000044e+00,3.925369379396757396e-05
1.810000000000000053e+00,3.772035173260554340e-05
1.820000000000000062e+00,3.603123111425619260e-05
1.830000000000000071e+00,3.411442504298634770e-05
1.840000000000000080e+00,3.211548393760250205e-05
1.850000000000000089e+00,2.998365729097621186e-05
1.860000000000000098e+00,2.788111478335580351e-05
1.870000000000000107e+00,2.578875764889317930e-05
1.879999999999999893e+00,2.393791764265539620e-05
1.889999999999999902e+00,2.240075508909190554e-05
1.899999999999999911e+00,2.143293755180110827e-05
1.909999999999999920e+00,2.102869110679330360e-05
1.919999999999999929e+00,2.130207426957694578e-05
1.929999999999999938e+00,2.208331269309812470e-05
1.939999999999999947e+00,2.333350327765328116e-05
1.949999999999999956e+00,2.480569412772414787e-05
1.959999999999999964e+00,2.646665839390028883e-05
1.969999999999999973e+00,2.811928713872132479e-05
1.979999999999999982e+00,2.978667692785154047e-05
1.989999999999999991e+00,3.131937776505192911e-05
2.000000000000000000e+00,3.275865663272592893e-05
2.009999999999999787e+00,3.399600384949725678e-05
2.020000000000000018e+00,3.511515938480456073e-05
2.029999999999999805e+00,3.601729255198190481e-05
2.040000000000000036e+00,3.679728940642052723e-05
2.049999999999999822e+00,3.737030432160842313e-05
2.060000000000000053e+00,3.782029326398273953e-05
2.069999999999999840e+00,3.803079133757763283e-05
2.080000000000000071e+00,3.807664814917875685e-05
2.089999999999999858e+00,3.784565201897409831e-05
2.100000000000000089e+00,3.743539288361636346e-05
2.109999999999999876e+00,3.680211642943974961e-05
2.120000000000000107e+00,3.610248517467425447e-05
2.129999999999999893e+00,3.530583140007685763e-05
2.140000000000000124e+00,3.455198439107591823e-05
2.149999999999999911e+00,3.377263107214803771e-05
2.160000000000000142e+00,3.306498666648957988e-05
2.169999999999999929e+00,3.232376499645043188e-05
2.180000000000000160e+00,3.160820075178611847e-05
2.189999999999999947e+00,3.081290903095270723e-05
2.200000000000000178e+00,3.002644794561458504e-05
2.209999999999999964e+00,2.917030075566477129e-05
2.220000000000000195e+00,2.832964192336289382e-05
2.229999999999999982e+00,2.740321080327302918e-05
2.240000000000000213e+00,2.647157601601127081e-05
2.250000000000000000e+00,2.545732604676580250e-05
2.259999999999999787e+00,2.446137681941814204e-05
2.270000000000000018e+00,2.343451204119760919e-05
2.279999999999999805e+00,2.250305187469408281e-05
2.290000000000000036e+00,2.163270820076669578e-05
2.299999999999999822e+00,2.096474822169827417e-05
2.310000000000000053e+00,2.047791288610360442e-05
2.319999999999999840e+00,2.028944946892864072e-05
2.330000000000000071e+00,2.033420170798873691e-05
2.339999999999999858e+00,2.072851865490254320e-05
2.350000000000000089e+00,2.140755926389298529e-05
2.359999999999999876e+00,2.241358380991880463e-05
2.370000000000000107e+00,2.358935737329091696e-05
2.379999999999999893e+00,2.489502377315487683e-05
2.390000000000000124e+00,2.615538874192121783e-05
2.399999999999999911e+00,2.737139473547442936e-05
2.410000000000000142e+00,2.842090455297244090e-05
2.419999999999999929e+00,2.934672537754512563e-05
2.430000000000000160e+00,3.005147426284629454e-05
2.439999999999999947e+00,3.058948640774710283e-05
2.450000000000000178e+00,3.086275997040486798e-05
2.459999999999999964e+00,3.094365812247335272e-05
2.470000000000000195e+00,3.076520169994718457e-05
2.479999999999999982e+00,3.041785802463419555e-05
2.490000000000000213e+00,2.983842833804417673e-05
2.500000000000000000e+00,2.907484960667602761e-05
2.509999999999999787e+00,2.804978920203797836e-05
2.520000000000000018e+00,2.687941446172304377e-05
2.529999999999999805e+00,2.555470772383311667e-05
2.540000000000000036e+00,2.422244560161713813e-05
2.549999999999999822e+00,2.289511446295646084e-05
2.560000000000000053e+00,2.176268408557168011e-05
2.569999999999999840e+00,2.091036510156941459e-05
2.580000000000000071e+00,2.055339313545823021e-05
2.589999999999999858e+00,2.069352480095024849e-05
2.600000000000000089e+00,2.139164599871901120e-05
2.609999999999999876e+00,2.249836665521106227e-05
2.620000000000000107e+00,2.396479276636932150e-05
2.629999999999999893e+00,2.561133044698381820e-05
2.640000000000000124e+00,2.739709930321960720e-05
2.649999999999999911e+00,2.918099739987714178e-05
2.660000000000000142e+00,3.096490600740767787e-05
2.669999999999999929e+00,3.263220608520176223e-05
2.680000000000000160e+00,3.420011087138575986e-05
2.689999999999999947e+00,3.557337654934523893e-05
2.700000000000000178e+00,3.679226791382745807e-05
2.709999999999999964e+00,3.776850984649554951e-05
2.720000000000000195e+00,3.855606049226624731e-05
2.729999999999999982e+00,3.908198717264857821e-05
2.740000000000000213e+00,3.940547175985073411e-05
2.750000000000000000e+00,3.944356786851456269e-05
2.759999999999999787e+00,3.924943882467128552e-05
2.770000000000000018e+00,3.874097167887701338e-05
2.779999999999999805e+00,3.797169634638875366e-05
2.790000000000000036e+00,3.688609927632159835e-05
2.799999999999999822e+00,3.557553400969871510e-05
2.810000000000000053e+00,3.403168402941198346e-05
2.819999999999999840e+00,3.236144986002315862e-05
2.830000000000000071e+00,3.054594969285709009e-05
2.839999999999999858e+00,2.868550895937042788e-05
2.850000000000000089e+00,2.677661049796944430e-05
2.859999999999999876e+00,2.491497217629555031e-05
2.870000000000000107e+00,2.308743961929577465e-05
2.879999999999999893e+00,2.138887242082735871e-05
2.890000000000000124e+00,1.981051831967984173e-05
2.899999999999999911e+00,1.843738156363823255e-05
2.910000000000000142e+00,1.723003001475454968e-05
2.919999999999999929e+00,1.624898078138948464e-05
2.930000000000000160e+00,1.542475066692270230e-05
2.939999999999999947e+00,1.478964450069914935e-05
2.950000000000000178e+00,1.427289547543612198e-05
2.959999999999999964e+00,1.392448298059275104e-05
2.970000000000000195e+00,1.368537630904155354e-05
2.979999999999999982e+00,1.362415541294348075e-05
2.990000000000000213e+00,1.368839526836364509e-05
3.000000000000000000e+00,1.393153001915361291e-05
3.009999999999999787e+00,1.426210319037440903e-05
3.020000000000000018e+00,1.471312420602579441e-05
3.029999999999999805e+00,1.522947925372094496e-05
3.040000000000000036e+00,1.586946144094966300e-05
3.049999999999999822e+00,1.656413190287098645e-05
3.060000000000000053e+00,1.734613670169148368e-05
3.069999999999999840e+00,1.813306838040380109e-05
3.080000000000000071e+00,1.892775048493649468e-05
3.089999999999999858e+00,1.957789022996947941e-05
3.100000000000000089e+00,2.005982188107377980e-05
3.109999999999999876e+00,2.026738992279061694e-05
3.120000000000000107e+00,2.022299508113903328e-05
3.129999999999999893e+00,1.986169262735295140e-05
3.140000000000000124e+00,1.926014475909716049e-05
3.149999999999999911e+00,1.838216358133694703e-05
3.160000000000000142e+00,1.729271918009626038e-05
3.169999999999999929e+00,1.595894477518245355e-05
3.180000000000000160e+00,1.445751655487824334e-05
3.189999999999999947e+00,1.277602413907256420e-05
3.200000000000000178e+00,1.102785889981017261e-05
3.209999999999999964e+00,9.249684047924163743e-06
3.220000000000000195e+00,7.613089170398089710e-06
3.229999999999999982e+00,6.267209493737131616e-06
3.240000000000000213e+00,5.565883240062743669e-06
3.250000000000000000e+00,5.737202397323846115e-06
3.259999999999999787e+00,6.784023450400117099e-06
3.270000000000000018e+00,8.333789024138878399e-06
3.279999999999999805e+00,1.014605325113656720e-05
3.290000000000000036e+00,1.202339093875380331e-05
3.299999999999999822e+00,1.390758741454139035e-05
3.310000000000000053e+00,1.570781927182719195e-05
3.319999999999999840e+00,1.741536893626367894e-05
3.330000000000000071e+00,1.896674447169905469e-05
3.339999999999999858e+00,2.038338608720011787e-05
3.350000000000000089e+00,2.162197385636276120e-05
3.359999999999999876e+00,2.271449798796346394e-05
3.370000000000000107e+00,2.361137402368462126e-05
3.379999999999999893e+00,2.435240061043849908e-05
3.390000000000000124e+00,2.487073607115902179e-05
3.399999999999999911e+00,2.518277194663814296e-05
3.410000000000000142e+00,2.523247959065836324e-05
3.419999999999999929e+00,2.508013332876381492e-05
3.430000000000000160e+00,2.469300556572039592e-05
3.439999999999999947e+00,2.414986485045601965e-05
3.450000000000000178e+00,2.343714547090842379e-05
3.459999999999999964e+00,2.263664805411499771e-05
3.470000000000000195e+00,2.173929751523308478e-05
3.479999999999999982e+00,2.084444781034963938e-05
3.490000000000000213e+00,1.996449618043323463e-05
3.500000000000000000e+00,1.921011606117444201e-05
3.509999999999999787e+00,1.857673310838527355e-05
3.520000000000000018e+00,1.813255602861433096e-05
3.529999999999999805e+00,1.781868400130931531e-05
3.540000000000000036e+00,1.766389269072160255e-05
3.549999999999999822e+00,1.759020732646460970e-05
3.560000000000000053e+00,1.762067061481276966e-05
3.569999999999999840e+00,1.768181919114182688e-05
3.580000000000000071e+00,1.781950091611480744e-05
3.589999999999999858e+00,1.800637323607837595e-05
3.600000000000000089e+00,1.829148612561615260e-05
3.609999999999999876e+00,1.860689557557427927e-05
3.620000000000000107e+00,1.897050895210394467e-05
3.629999999999999893e+00,1.931672196510195229e-05
3.640000000000000124e+00,1.967660521239035816e-05
3.649999999999999911e+00,1.999712766685151854e-05
3.660000000000000142e+00,2.031684731425535283e-05
3.669999999999999929e+00,2.057700230258916962e-05
3.680000000000000160e+00,2.078967974274914535e-05
3.689999999999999947e+00,2.086627341281550312e-05
3.700000000000000178e+00,2.079882861369152972e-05
3.709999999999999964e+00,2.049595576339079695e-05
3.720000000000000195e+00,2.000366983099879800e-05
3.729999999999999982e+00,1.936622667763933313e-05
3.740000000000000213e+00,1.875125872428841993e-05
3.750000000000000000e+00,1.821344494953925280e-05
3.759999999999999787e+00,1.782620210806107967e-05
3.770000000000000018e+00,1.753252617078434586e-05
3.779999999999999805e+00,1.732811882594279950e-05
3.790000000000000036e+00,1.710309250115241045e-05
3.799999999999999822e+00,1.683204947988756133e-05
3.810000000000000053e+00,1.642917265667384106e-05
3.819999999999999840e+00,1.589649771831295978e-05
3.830000000000000071e+00,1.517652865336322038e-05
3.839999999999999858e+00,1.429482543904631023e-05
3.850000000000000089e+00,1.322448753084473627e-05
3.859999999999999876e+00,1.201548858468758966e-05
3.870000000000000107e+00,1.065348109653747690e-05
3.879999999999999893e+00,9.177160946906010567e-06
3.890000000000000124e+00,7.576577071297494868e-06
3.899999999999999911e+00,5.886452219408121532e-06
3.910000000000000142e+00,4.091167728600765460e-06
3.919999999999999929e+00,2.206609242339618324e-06
3.930000000000000160e+00,2.243997889538769648e-07
3.939999999999999947e+00,1.968232883927031840e-06
3.950000000000000178e+00,4.243356476068668097e-06
3.959999999999999964e+00,6.617994365524448696e-06
3.970000000000000195e+00,9.052722469700095426e-06
3.979999999999999982e+00,1.148941615072208541e-05
3.990000000000000213e+00,1.385904825505870195e-05
4.000000000000000000e+00,1.612259858907425544e-05
4.009999999999999787e+00,1.823137040736057807e-05
4.019999999999999574e+00,2.017506099711750215e-05
4.030000000000000249e+00,2.191131115195694317e-05
4.040000000000000036e+00,2.346170722236431768e-05
4.049999999999999822e+00,2.480606620938236687e-05
4.059999999999999609e+00,2.597111977611753090e-05
4.070000000000000284e+00,2.692049621353586749e-05
4.080000000000000071e+00,2.768964691134478010e-05
4.089999999999999858e+00,2.825033161344113282e-05
4.099999999999999645e+00,2.864666859445958472e-05
4.110000000000000320e+00,2.884912452519474259e-05
4.120000000000000107e+00,2.889837613464745947e-05
4.129999999999999893e+00,2.874715467758278201e-05
4.139999999999999680e+00,2.842293507301174398e-05
4.150000000000000355e+00,2.787275048899955240e-05
4.160000000000000142e+00,2.711675755823557312e-05
4.169999999999999929e+00,2.612510227231977161e-05
4.179999999999999716e+00,2.495347909831029297e-05
4.190000000000000391e+00,2.359391428973157644e-05
4.200000000000000178e+00,2.210565315593721270e-05
4.209999999999999964e+00,2.048276293162083121e-05
4.219999999999999751e+00,1.878572848899902071e-05
4.230000000000000426e+00,1.701312062514263057e-05
4.240000000000000213e+00,1.521005468914204121e-05
4.250000000000000000e+00,1.336269765176704851e-05
4.259999999999999787e+00,1.149885699862882646e-05
4.269999999999999574e+00,9.600994016297751096e-06
4.280000000000000249e+00,7.689642748600405425e-06
4.290000000000000036e+00,5.766083006611547755e-06
4.299999999999999822e+00,3.918004581355867346e-06
4.309999999999999609e+00,2.396575617329085025e-06
4.320000000000000284e+00,2.169274130834281814e-06
4.330000000000000071e+00,3.450478015856910851e-06
4.339999999999999858e+00,5.215879247873922119e-06
4.349999999999999645e+00,7.061688180831849440e-06
4.360000000000000320e+00,8.916901805764452108e-06
4.370000000000000107e+00,1.072118725249627223e-05
4.379999999999999893e+00,1.246790738916636246e-05
4.389999999999999680e+00,1.412637300344172385e-05
4.400000000000000355e+00,1.571487315038763732e-05
4.410000000000000142e+00,1.719266387653400809e-05
4.419999999999999929e+00,1.857475773593340163e-05
4.429999999999999716e+00,1.981797704883272952e-05
4.440000000000000391e+00,2.093449015392651028e-05
4.450000000000000178e+00,2.186109487926307611e-05
4.459999999999999964e+00,2.261436543131449859e-05
4.469999999999999751e+00,2.314662894907252243e-05
4.480000000000000426e+00,2.347704988756998888e-05
4.490000000000000213e+00,2.356864804816502550e-05
4.500000000000000000e+00,2.344737951022255173e-05
4.509999999999999787e+00,2.307787304667110632e-05
4.519999999999999574e+00,2.251102777161949890e-05
4.530000000000000249e+00,2.174814852811035912e-05
4.540000000000000036e+00,2.083837911999878101e-05
4.549999999999999822e+00,1.976870237457809286e-05
4.559999999999999609e+00,1.857525266752962025e-05
4.570000000000000284e+00,1.724804802108482812e-05
4.580000000000000071e+00,1.581709737589806673e-05
4.589999999999999858e+00,1.429035906292313923e-05
4.599999999999999645e+00,1.270326489285260061e-05
4.610000000000000320e+00,1.107826924202083225e-05
4.620000000000000107e+00,9.446202741604948355e-06
4.629999999999999893e+00,7.873377909051161732e-06
4.639999999999999680e+00,6.453333608998326216e-06
4.650000000000000355e+00,5.384777074483605144e-06
4.660000000000000142e+00,4.886407872858951649e-06
4.669999999999999929e+00,5.138665557996345294e-06
4.679999999999999716e+00,5.981399274967376568e-06
4.690000000000000391e+00,7.179956033594538290e-06
4.700000000000000178e+00,8.520981825399879869e-06
4.709999999999999964e+00,9.892569649716963698e-06
4.719999999999999751e+00,1.122682055639273302e-05
4.730000000000000426e+00,1.246228056408151115e-05
4.740000000000000213e+00,1.356518711285485783e-05
4.750000000000000000e+00,1.449860995793261630e-05
4.759999999999999787e+00,1.527382877981195105e-05
4.769999999999999574e+00,1.586737527206890866e-05
4.780000000000000249e+00,1.629359746121359815e-05
4.790000000000000036e+00,1.651271117236881484e-05
4.799999999999999822e+00,1.654466799248380924e-05
4.809999999999999609e+00,1.637298068758806418e-05
4.820000000000000284e+00,1.603409724407769166e-05
4.830000000000000071e+00,1.551280477074855275e-05
4.839999999999999858e+00,1.485671698348699384e-05
4.849999999999999645e+00,1.406426498594906961e-05
4.860000000000000320e+00,1.319206544210478737e-05
4.870000000000000107e+00,1.225437393690210813e-05
4.879999999999999893e+00,1.130849240472763963e-05
4.889999999999999680e+00,1.033612974470198568e-05
4.900000000000000355e+00,9.357159988836689910e-06
4.910000000000000142e+00,8.339537834220321920e-06
4.919999999999999929e+00,7.310120491776326457e-06
4.929999999999999716e+00,6.250410348046707265e-06
4.940000000000000391e+00,5.205468995662310989e-06
4.950000000000000178e+00,4.210420557849107636e-06
4.959999999999999964e+00,3.415479161626918581e-06
4.969999999999999751e+00,3.006595819768873740e-06
4.980000000000000426e+00,3.170846869573074400e-06
4.990000000000000213e+00,3.785888413200863105e-06
5.000000000000000000e+00,4.642391657298892017e-06
5.009999999999999787e+00,5.552146951746163520e-06
5.019999999999999574e+00,6.443098431642019749e-06
5.030000000000000249e+00,7.265883071540086279e-06
5.040000000000000036e+00,8.029153580538850906e-06
5.049999999999999822e+00,8.720597593367776669e-06
5.059999999999999609e+00,9.373370730805988515e-06
5.070000000000000284e+00,9.991896639584015011e-06
5.080000000000000071e+00,1.062345195046270233e-05
5.089999999999999858e+00,1.126854371909861715e-05
5.099999999999999645e+00,1.194744408056716392e-05
5.110000000000000320e+00,1.262435946143383419e-05
5.120000000000000107e+00,1.329423632397682493e-05
5.129999999999999893e+00,1.390148496534659424e-05
5.139999999999999680e+00,1.443126225731815658e-05
5.150000000000000355e+00,1.483636100324145865e-05
5.160000000000000142e+00,1.512907311211617946e-05
5.169999999999999929e+00,1.527658226753333994e-05
5.179999999999999716e+00,1.530529252734208476e-05
5.190000000000000391e+00,1.518535063867927659e-05
5.200000000000000178e+00,1.492722855578962648e-05
5.209999999999999964e+00,1.448510348980242891e-05
5.219999999999999751e+00,1.386417672331442849e-05
5.230000000000000426e+00,1.303433297349082335e-05
5.240000000000000213e+00,1.201855227753665128e-05
5.250000000000000000e+00,1.080308012385875160e-05
5.259999999999999787e+00,9.432039103295668432e-06
5.269999999999999574e+00,7.921947437484683623e-06
5.280000000000000249e+00,6.325302759180093370e-06
5.290000000000000036e+00,4.681014200356985848e-06
5.299999999999999822e+00,3.096834922795940328e-06
5.309999999999999609e+00,1.940682555270711559e-06
5.320000000000000284e+00,2.283869255057853012e-06
5.330000000000000071e+00,3.743466582806677265e-06
5.339999999999999858e+00,5.472798254990459504e-06
5.349999999999999645e+00,7.224831903132664051e-06
5.360000000000000320e+00,8.931332931368341239e-06
5.370000000000000107e+00,1.053020368026775665e-05
5.379999999999999893e+00,1.200636102420365214e-05
5.389999999999999680e+00,1.332495741177645233e-05
5.400000000000000355e+00,1.448601936583771954e-05
5.410000000000000142e+00,1.546271040923570571e-05
5.419999999999999929e+00,1.626590164596077202e-05
5.429999999999999716e+00,1.686579587723441523e-05
5.440000000000000391e+00,1.728394693736391005e-05
5.450000000000000178e+00,1.750782032238983011e-05
5.459999999999999964e+00,1.757310279736340786e-05
5.469999999999999751e+00,1.746565380152711447e-05
5.480000000000000426e+00,1.722566133597087183e-05
5.490000000000000213e+00,1.683657390596614566e-05
5.500000000000000000e+00,1.632148833208723249e-05
5.509999999999999787e+00,1.567333505790432789e-05
5.519999999999999574e+00,1.491223179468119243e-05
5.530000000000000249e+00,1.401294506721678646e-05
5.540000000000000036e+00,1.299921228997069975e-05
5.549999999999999822e+00,1.187245213859011183e-05
5.559999999999999609e+00,1.067593965667630625e-05
5.570000000000000284e+00,9.430093530722898328e-06
5.580000000000000071e+00,8.172869469983646895e-06
5.589999999999999858e+00,6.924158938871095926e-06
5.599999999999999645e+00,5.708401679337452108e-06
5.610000000000000320e+00,4.534674820729920162e-06
5.620000000000000107e+00,3.425718705976123376e-06
5.629999999999999893e+00,2.418417200526799152e-06
5.639999999999999680e+00,1.624664455906531511e-06
5.650000000000000355e+00,1.240558797071824969e-06
5.660000000000000142e+00,1.393658257618486071e-06
5.669999999999999929e+00,1.794651141401879073e-06
5.679999999999999716e+00,2.240846476562256903e-06
5.690000000000000391e+00,2.658662826438714885e-06
5.700000000000000178e+00,3.065277548899139008e-06
5.709999999999999964e+00,3.471033168872004250e-06
5.719999999999999751e+00,3.915885975311911106e-06
5.730000000000000426e+00,4.397581852198053948e-06
5.740000000000000213e+00,4.923568972684166576e-06
5.750000000000000000e+00,5.442179531901459616e-06
5.759999999999999787e+00,5.908704507054671960e-06
5.769999999999999574e+00,6.296737526107079537e-06
5.780000000000000249e+00,6.638879702280397907e-06
5.790000000000000036e+00,6.922193193750979156e-06
5.799999999999999822e+00,7.153862095633222832e-06
5.809999999999999609e+00,7.326502539787390040e-06
