f1,f2,f3,f4
1.629262627476990929e+03,2.478356063278814872e+03,3.568701868771937825e+03,0.000000000000000000e+00
1.628532338355038064e+03,2.377622308421947309e+03,2.573948476004981785e+03,0.000000000000000000e+00
1.894858481734429915e+03,2.685012960543446752e+03,0.000000000000000000e+00,0.000000000000000000e+00
4.691885834775465582e+02,1.808399342773851231e+03,2.692351910777865669e+03,0.000000000000000000e+00
6.658274305797631314e+02,2.050962340363685144e+03,2.870834106682977108e+03,0.000000000000000000e+00
1.404927650981064289e+03,2.278333696068343215e+03,3.251215219915456146e+03,0.000000000000000000e+00
1.691435433068987550e+03,2.420576983966116131e+03,3.135196074206987305e+03,0.000000000000000000e+00
1.744119236484855719e+03,2.425434715079127272e+03,3.463215064617655571e+03,0.000000000000000000e+00
2.313997641711317101e+03,2.434856312965364850e+03,2.718607432787586276e+03,0.000000000000000000e+00
2.249326014243062673e+03,2.815136494645658331e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.156271114842401857e+03,2.479615997953453189e+03,0.000000000000000000e+00,0.000000000000000000e+00
4.556457267297643057e+02,2.413402148559775924e+03,3.995333408449416311e+03,0.000000000000000000e+00
2.217943100832754226e+03,2.841089622667022468e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.340854493909024313e+03,2.783576068989430041e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.343490115793076257e+03,2.680238840208131933e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.317410711438445560e+03,2.606637642723613681e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.280951441432473530e+03,2.568324751042485786e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.221596985190760734e+03,2.546629522832524344e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.044660408493118098e+02,2.378212352491260845e+03,3.457824782234460145e+03,0.000000000000000000e+00
4.958389457352740806e+02,2.369484007332574492e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.765050333712198608e+03,2.479203073880039483e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.926005499928643076e+03,2.580946190381255292e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.929287842839807354e+03,2.827729015029430684e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.829317206985208486e+03,2.827266173538908333e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.645927212113881069e+03,2.266817274850247941e+03,3.918626749434568410e+03,0.000000000000000000e+00
1.701593391952311322e+03,1.808075752248034860e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.726434591946568162e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
