time_s,freq_hz
1.462975056689342424e+01,1.291992187500000000e+02
1.463256235827664398e+01,1.291992187500000000e+02
1.463537414965986372e+01,8.613281250000000000e+01
1.463818594104308524e+01,8.613281250000000000e+01
1.464099773242630498e+01,8.613281250000000000e+01
1.464380952380952472e+01,8.613281250000000000e+01
1.464662131519274446e+01,1.291992187500000000e+02
1.464943310657596420e+01,1.291992187500000000e+02
1.465224489795918394e+01,1.291992187500000000e+02
1.465505668934240369e+01,1.291992187500000000e+02
1.465786848072562343e+01,1.291992187500000000e+02
1.466068027210884495e+01,1.291992187500000000e+02
1.466349206349206469e+01,1.291992187500000000e+02
1.466630385487528443e+01,1.291992187500000000e+02
1.466911564625850417e+01,1.291992187500000000e+02
1.467192743764172391e+01,1.291992187500000000e+02
1.467473922902494365e+01,1.291992187500000000e+02
1.467755102040816340e+01,1.291992187500000000e+02
1.468036281179138314e+01,1.291992187500000000e+02
1.468317460317460466e+01,1.722656250000000000e+02
1.468598639455782440e+01,1.291992187500000000e+02
1.468879818594104414e+01,1.291992187500000000e+02
1.469160997732426388e+01,1.291992187500000000e+02
1.469442176870748362e+01,1.291992187500000000e+02
1.469723356009070336e+01,1.291992187500000000e+02
1.470004535147392311e+01,1.722656250000000000e+02
1.470285714285714285e+01,8.613281250000000000e+01
1.470566893424036259e+01,8.613281250000000000e+01
1.470848072562358411e+01,1.291992187500000000e+02
1.471129251700680385e+01,1.291992187500000000e+02
1.471410430839002359e+01,1.722656250000000000e+02
1.471691609977324333e+01,1.722656250000000000e+02
1.471972789115646307e+01,1.291992187500000000e+02
1.472253968253968281e+01,1.291992187500000000e+02
1.472535147392290256e+01,1.291992187500000000e+02
1.472816326530612230e+01,1.291992187500000000e+02
1.473097505668934382e+01,1.291992187500000000e+02
1.473378684807256356e+01,1.291992187500000000e+02
1.473659863945578330e+01,1.291992187500000000e+02
1.473941043083900304e+01,1.291992187500000000e+02
1.474222222222222278e+01,1.291992187500000000e+02
1.474503401360544252e+01,1.291992187500000000e+02
1.474784580498866227e+01,8.613281250000000000e+01
1.475065759637188201e+01,1.291992187500000000e+02
1.475346938775510353e+01,1.291992187500000000e+02
1.475628117913832327e+01,1.291992187500000000e+02
1.475909297052154301e+01,1.291992187500000000e+02
1.476190476190476275e+01,1.291992187500000000e+02
1.476471655328798249e+01,1.291992187500000000e+02
1.476752834467120223e+01,1.291992187500000000e+02
1.477034013605442198e+01,1.291992187500000000e+02
1.477315192743764172e+01,8.613281250000000000e+01
1.477596371882086146e+01,8.613281250000000000e+01
1.477877551020408298e+01,8.613281250000000000e+01
1.478158730158730272e+01,8.613281250000000000e+01
1.478439909297052246e+01,1.291992187500000000e+02
1.478721088435374220e+01,1.291992187500000000e+02
1.479002267573696194e+01,8.613281250000000000e+01
1.479283446712018169e+01,8.613281250000000000e+01
1.479564625850340143e+01,8.613281250000000000e+01
1.479845804988662117e+01,8.613281250000000000e+01
1.480126984126984269e+01,1.291992187500000000e+02
1.480408163265306243e+01,1.722656250000000000e+02
1.480689342403628217e+01,1.722656250000000000e+02
1.480970521541950191e+01,1.722656250000000000e+02
1.481251700680272165e+01,1.291992187500000000e+02
1.481532879818594139e+01,1.291992187500000000e+02
1.481814058956916114e+01,1.291992187500000000e+02
1.482095238095238088e+01,1.291992187500000000e+02
1.482376417233560240e+01,1.291992187500000000e+02
1.482657596371882214e+01,1.291992187500000000e+02
1.482938775510204188e+01,1.291992187500000000e+02
1.483219954648526162e+01,1.291992187500000000e+02
1.483501133786848136e+01,1.722656250000000000e+02
1.483782312925170110e+01,1.722656250000000000e+02
1.484063492063492085e+01,1.722656250000000000e+02
1.484344671201814059e+01,1.722656250000000000e+02
1.484625850340136033e+01,1.722656250000000000e+02
1.484907029478458185e+01,1.722656250000000000e+02
1.485188208616780159e+01,1.722656250000000000e+02
1.485469387755102133e+01,1.722656250000000000e+02
1.485750566893424107e+01,1.722656250000000000e+02
1.486031746031746081e+01,1.722656250000000000e+02
1.486312925170068056e+01,1.291992187500000000e+02
1.486594104308390030e+01,1.291992187500000000e+02
1.486875283446712004e+01,1.291992187500000000e+02
1.487156462585034156e+01,1.291992187500000000e+02
1.487437641723356130e+01,1.291992187500000000e+02
1.487718820861678104e+01,1.722656250000000000e+02
1.488000000000000078e+01,1.722656250000000000e+02
1.488281179138322052e+01,1.722656250000000000e+02
1.488562358276644026e+01,1.722656250000000000e+02
1.488843537414966001e+01,1.722656250000000000e+02
1.489124716553287975e+01,1.291992187500000000e+02
1.489405895691610127e+01,1.291992187500000000e+02
1.489687074829932101e+01,8.613281250000000000e+01
1.489968253968254075e+01,8.613281250000000000e+01
1.490249433106576049e+01,8.613281250000000000e+01
1.490530612244898023e+01,8.613281250000000000e+01
1.490811791383219997e+01,8.613281250000000000e+01
1.491092970521541972e+01,8.613281250000000000e+01
1.491374149659863946e+01,8.613281250000000000e+01
1.491655328798185920e+01,8.613281250000000000e+01
1.491936507936508072e+01,8.613281250000000000e+01
1.492217687074830046e+01,8.613281250000000000e+01
1.492498866213152020e+01,8.613281250000000000e+01
1.492780045351473994e+01,8.613281250000000000e+01
1.493061224489795968e+01,2.153320312500000000e+02
1.493342403628117943e+01,1.722656250000000000e+02
1.493623582766439917e+01,1.722656250000000000e+02
1.493904761904761891e+01,2.153320312500000000e+02
1.494185941043084043e+01,2.153320312500000000e+02
1.494467120181406017e+01,2.153320312500000000e+02
1.494748299319727991e+01,1.722656250000000000e+02
1.495029478458049965e+01,1.291992187500000000e+02
1.495310657596371939e+01,1.291992187500000000e+02
1.495591836734693914e+01,1.291992187500000000e+02
1.495873015873015888e+01,1.291992187500000000e+02
1.496154195011337862e+01,1.291992187500000000e+02
1.496435374149660014e+01,2.153320312500000000e+02
1.496716553287981988e+01,8.613281250000000000e+01
1.496997732426303962e+01,8.613281250000000000e+01
1.497278911564625936e+01,8.613281250000000000e+01
1.497560090702947910e+01,1.291992187500000000e+02
1.497841269841269884e+01,1.291992187500000000e+02
1.498122448979591859e+01,1.291992187500000000e+02
1.498403628117913833e+01,1.291992187500000000e+02
1.498684807256235807e+01,1.291992187500000000e+02
1.498965986394557959e+01,1.722656250000000000e+02
1.499247165532879933e+01,1.722656250000000000e+02
1.499528344671201907e+01,1.722656250000000000e+02
1.499809523809523881e+01,1.722656250000000000e+02
1.500090702947845855e+01,1.722656250000000000e+02
1.500371882086167830e+01,1.291992187500000000e+02
1.500653061224489804e+01,1.291992187500000000e+02
1.500934240362811778e+01,8.613281250000000000e+01
1.501215419501133930e+01,8.613281250000000000e+01
1.501496598639455904e+01,1.722656250000000000e+02
1.501777777777777878e+01,1.291992187500000000e+02
